cleaned_comment	orig_lang	speech	justification
Regarding the immigration integration program. In the past, perhaps European society or certain countries that received more immigration had conditions so that this immigration could adapt, integrate without problems, perhaps. This is not true today. Immigration is not an isolated problem. It is a problem of society. And it has to do with employment, of course. When there is no work or no job, a whole series of problems arise for those who have come from elsewhere. Those who want to work but don't have a job. So the problems I see are that European society does not have the same conditions today as it had in the past. To be able to welcome and to have the same level of immigration that it had. And now we have a problem of integration of a new generation. The second, the third, the fourth, those who are already here enough. Maybe that, that's the problem.	fr	[53 :13] En ce qui concerne le programme d’intégration de l’immigration. Dans le passé, peut-être que la société européenne ou certains pays qui ont reçu plus d’immigration avons eu des conditions pour que cette immigration puisse s’adapter, s’intégrer sans problèmes, peut-être. Ce que n’est pas vrai aujourd’hui. L’immigration n’est pas un problème isolé. C’est un problème de société. Et qui en rapport à l’emploi, évidement. Quand il n’y a pas de travail ou d’emploi, évidement là, surgissent toute une série des problèmes pour ceux qui sont venus d’ailleurs. Ceux qui veulent travailler, mais qui n’ont pas de travail. Donc des problèmes ce que je remarque c’est que la société européenne n’a pas les mêmes conditions aujourd’hui qu’elle a eu dans le passé. Pour pouvoir accueillir et pouvoir avoir le même niveau d’immigration qu’elle a eu. Et voilà maintenant nous avons un problème d’intégration de nouvelle génération. La deuxième, la troisième, la quatrième, celle qui sont déjà assez ici. Peut-être ça, ça c’est le problème. [54 :43]	0
I would like to add something. I think first of all you would have to settle the problem of the crisis and think about what we want to do with immigration; accept it or not accept it.	de	[59:37] Ich möchte doch noch etwas hinzufügen. Ich denke, vor allen Dingen müsste man das Problem der Krise regeln und darüber nachdenken, was wir mit der Immigration machen wollen; sie akzeptieren oder nicht akzeptieren. [59:58]	0
Regarding zero immigration: I would like to say that the people who come here, we need a humane treatment. So you can't say: zero immigration - go back. That's not the solution at all so it's not acceptable.	fr	[58:04] En ce qui concerne l’immigration zéro : Je voudrais dire que les personnes qui viennent ici, il faut un traitement humain. Donc on ne peut pas dire : immigration zéro – allez retour. Ce n’est pas du tout la solution donc ce n’est pas acceptable. [58:19]	1
I think you have to take measures as much as possible, but that's like having an alarm for example, if you have a dog or an alarm to protect you from the burglars, that can work, but that doesn't protect them 100% from the burglars. It's like with the immigrants, you have to take a lot of measures, take all measures. The repatriation and everything possible to keep this problem as minimal as possible. Thank you.	de	[50:48] Ich glaube, man muss so viel wie möglich Massnahmen ergreifen, aber das ist so wie mit einem Alarm zum Beispiel, wenn Sie einen Hund haben oder einen Alarm um Sie zu schützen vor den Einbrechern, das kann funktionieren, aber das schützt sie nicht zu 100% vor den Einbrechern. Das ist so wie mit den Einwanderern, man muss sehr viele Massnahmen ergreifen, alle Massnahmen ergreifen. Die Rückführung und alles, was möglich ist, um dieses Problem so minimal wie möglich zu halten. Ich danke Ihnen. [51:31]	1
First of all, I would like to say something in general and subsequently also something about how the whole thing is organized in Denmark, yes?	de	[24:46] Zunächst einmal möchte ich etwas sagen ganz allgemein und in der Folge auch noch gerne etwas darüber wie das Ganze in Dänemark organisiert ist, ja? [25:05]	0
So, I'd like to go back to the original question. Yes, education is something very important, it is education that is at the heart of everything to change things. I have not thought about the level of aid money, I don't think, I'm not so naive to gavage - we can give aids and subsidies, but well, yes, it's very good if we have subsidies to be able to buy our bread, that's already that. But I think we need to give people net and not fish, so there you go, there should be job opportunities - how can we create job opportunities in our own countries?	fr	[15:54] Donc, j’aimerais retourner à la question initiale. Oui, l’éducation est quelque chose de très importante, c’est l’éducation qui est au cœur de tout pour changer les choses. Moi, je n’ai pas pensée au niveau d’aide à l’argent, je ne crois pas, je ne suis pas si naïve de gaver – on peut donner des aides et des subventions, mais bon, oui, c’est très bien si on a des subventions pour pouvoir acheter notre pain, c’est déjà ça. Mais je pense qu’il faut donner du filet aux gens et pas du poisson, donc voilà, il faudrait des possibilités d’emplois – comment peut-on créer des possibilités d’emplois dans nos propres pays ? [16:41]	3
I totally agree with Walerian. If there are laws, they must be respected. Even the Minister of Immigration, a few months ago when there were all these associations that wanted the legalization of all illegals, but no we are a man...of rights, we have laws and we will respect them. But secondly, to come back to Andrée, it was even a measure that may be well thought out but in practice it is completely unreal because precisely what he said, and everyone knows it, you [drive] them out, they come back the other way. And it costs millions and millions for nothing, a plane, the four police officers that bring them back to Nigeria or whatever country they come from and maybe we can find a way to spend those millions more efficiently than with the return of the immigrants.	fr	[20:11] Je suis tout à fait d’accord avec Walerian. S’il y a des lois, il faut les respecter. Même le ministre de l’immigration, il y a quelques mois quand il y avait toutes ces associations qui voulaient la légalisation de tous les illégaux, mais non nous sommes un homme[ ?] des droits, nous avons des lois et nous les respecterons. Mais deuxièmement pour revenir à Andrée, c’était même une mesure qui peut-être est bien pensée mais en pratique elle est complètement irréelle parce que justement ce qu’il a dit aussi, et tout le monde le sait, vous les [conduites] à la porte, ils reviennent de l’autre côté. Et ça coute des millions et des millions pour rien, un avions, les quatre policiers qui les ramènent en Nigeria ou quelle pays où ils viennent et peut-être on peut trouver un moyen de dépenser ces millions plus efficacement que avec le retour des immigrés. [21:08]	2
I just wanted to give an explanation to the example 'apartment', that you can't use that, because the problem with this uninvited guest and these illegals - not first legal, who then become illegal - but right from the beginning illegal, that can't be solved by the EU, that can't be solved by us, that should be solved by the community of states, because if such a person immigrates illegally to our country, no matter from which country and who does it deliberately - let's talk about economic refugees, from African countries - the legal situation is that no state can reject them if their origin is not clarified, i.e. most of them do not have any identity documents - and if you try to find out in such a third country whether they really come from there, it takes years. And then you really have to distinguish between someone who has a legal visa with us, which then expires, where he would like to stay longer for economic reasons, whether you can call that illegal or whether you shouldn't rather call it something else or convert it, or someone who enters deliberately from the beginning, no matter which EU country, without giving information about his true origin.	de	[33:38] Ich wollte nur zu dem Beispiel ‚Wohnung‘ noch eine Erklärung geben, dass man das nicht heranziehen kann, weil das Problem mit diesem ungebetenen Gast und diesen Illegalen – also nicht erst Legale, die dann Illegale werden – sondern gleich von Anfang an Illegale, das kann die EU nicht lösen, das können wir nicht lösen, das müsste die Staatengemeinschaft lösen, weil wenn nämlich so jemand illegal bei uns einwandert, egal aus welchem Land und der das bewusst macht – sprechen wir doch mal das Wort Wirtschaftsflüchtlinge an, eben aus afrikanischen Staaten – ist die Rechtslage ja doch wohl so, dass die kein Staat zurückweisen kann, wenn nicht ihre Herkunft geklärt ist, also meistens verfügen die nicht über irgendwelche Personaldokumente – und sollte man da mal versuchen, bei irgend einem solchen Drittland herauszufinden, ob der wirklich da herstammt, das zieht sich eben über Jahre hin. Und da muss man dann wirklich unterschieden zwischen jemandem, der ein legales Visum besitzt bei uns, was dann abläuft, wo er durchaus vielleicht aus wirtschaftlichen Gründen dann noch länger da bleiben möchte, ob man das dann unbedingt illegal nennen kann oder ob man das nicht lieber anderweitig bezeichnen sollte oder es umwandeln sollte oder jemand, der gleich von Anfang an bewusst einreist, egal in welches EU-Land, ohne über seine wahre Herkunft Auskunft zu geben. [34:49]	2
Yes hello, I'm from Andalusia. I hope that everybody understands me because in Andalusia we speak a little bit different Spanish. That's why I try to speak a little bit slower. So, I would like to start with the immigration issue. I think we are not always completely honest about that. We try to discuss it, but often the issue of immigration is not really discussed through. And that's sometimes like a torpedo. For example, the immigration issue is also exploited by employers. Often immigrants are exploited by employers for moonlighting, because that is often the only way for these immigrants to earn their bread at all. I think that immigration, no matter how far the immigration goes, must be legalized in any case. All immigrants living in a country really need to get papers, they need to be dealt with honestly. If, for example, they can't get a work contract because they don't have papers, then that's just not possible, otherwise they're just exploited. And there is really no other way than being honest with them. We really have always had a lot of immigration in Europe. Immigrants were always needed to do the work because there were too few workers and I think that must always be taken into account. We have workers, we also have smart workers and that's why I think that the labor force has to be distributed very simply and correctly. I come from a region where you see a lot of immigrants coming by boat; you always see it on the news that a lot of immigrants come by boat, but a lot of them come by plane. I think that there must be united policies in the whole of Europe. What we don't want is a Europe only for profit, for profit and every time there is a problem, yes then we divide again. No, a united Europe. Immigration and the problems of immigration are a very heavy human problem and very deep problem and I think that we all have experienced waves of immigration everywhere and at some point it can also hit us and that's when it's also the case that we definitely have to show solidarity as well. Of course, this is not easy, but I think that we have to make sure that this issue is properly addressed at the level of the European Parliament, so that honesty finally comes into politics. We don't want hypocritical politicians. Not every time there are European elections that no one cares. Why is no one actually interested in the European elections? That is quite clear, we really want to make sure that the right decisions are made, because we really want to make sure that the right European parliamentarians are elected. That's why we all have to participate, these are really important issues that exist here and that's really very important, because it's probably not good that you always hear from politicians that everything that's good comes from their own country and everything that's bad is decided in Brussels. We have to assume that common policies are really made here in Brussels, and we really have to give the European Parliament the right power. Immigration policy is of course also linked to foreign policy. There is also the issue of climate change, of course, but all these issues should not divide the European countries, of course. We must not have a situation where we just say we are the best. No we have to move on, we can't just look at what's happening in America.	de	[22:00] Ja hallo, ich komme aus Andalusien. Ich hoffe, dass mich alle verstehen, weil in Andalusien sprechen wir ein bisschen ein anderes Spanisch. Deswegen versuch ich ja auch etwas langsamer zu sprechen. So, ich möchte also anfangen was das Thema Einwanderung betrifft. Ich denke, da sind wir nicht immer ganz ehrlich. Wir versuchen, darüber zu diskutieren, aber oft wird das Thema der Einwanderung nicht richtig durchdiskutiert. Und das ist manchmal wie ein Torpedo. Das Thema der Einwanderung wird zum Beispiel auch von den Arbeitgebern ausgenutzt. Oft werden die Einwanderer ausgenutzt von den Arbeitgebern für Schwarzarbeit, das ist nämlich oft die einzige Möglichkeit für diese Einwanderer überhaupt sich ihr Brot zu verdienen. Ich denke, dass Einwanderung, egal wie weit die Einwanderung geht, auf jeden Fall legalisiert werden muss. Alle Einwanderer, die in einem Land leben, müssen wirklich Papiere bekommen, da muss endlich ehrlich mit denen umgegangen werden. Wenn sie zum Beispiel keinen Arbeitsvertrag bekommen können, weil sie keine Papiere haben, dann ist das ja wohl nicht möglich, anders werden sie nur ausgenutzt. Und anders ist es wirklich nicht anders als ehrlich ihnen gegenüber. Wir haben ja wirklich auch immer viele Einwanderung in Europa gehabt. Es wurden immer Einwanderer gebraucht um die Arbeit zu verrichten weil zu wenig Arbeiter da waren und ich denke, dass muss immer auch berücksichtigt werden. Wir haben Arbeiter, wir haben auch schlaue Arbeiter und deswegen denke ich, dass die Arbeitskraft ganz einfach und richtig verteilt werden muss. Ich komme aus einer Region wo man sehr viele Einwanderer zwar mit den Booten sieht; man sieht das ja auch immer in den Nachrichten, dass sehr viele Einwanderer mit dem Schiff kommen; aber sehr viele kommen mit dem Flugzeug. Ich denke, dass das einfach auch vereinte Politiken geben muss in ganz Europa. Was wir nicht wollen ist ein Europa nur für den Gewinn, für den Profit und jedes Mal, wenn es ein Problem ist, ja dann teilen wir uns wieder. Nein, ein gemeinsames Europa. Einwanderung und die Probleme der Einwanderung sind ein sehr schweres menschliches Problem und sehr tiefgreifendes Problem und ich denke, dass wir alle überall Einwanderungswellen erlebt haben und irgendwann kann das auch uns treffen und da ist es dann auch so, dass wir auf jeden Fall auch Solidarität zeigen müssen. Das ist natürlich nicht einfach, aber ich denke doch dass wir auf jeden Fall dafür sorgen müssen, dass auf Ebene des europäischen Parlamentes dieses Thema richtig angegangen wird, damit endlich mal auch Ehrlichkeit auch in die Politik kommt. Wir wollen keine scheinheiligen Politiker. Nicht jedes Mal wenn es Europawahlen gibt dass sich niemand darum kümmert. Warum interessiert sich eigentlich niemand für die Europawahlen? Das ist ganz klar, wir wollen wirklich dafür sorgen, dass die richtigen Entscheidungen getroffen werden, denn wir wollen wirklich dafür sorgen, dass auch die richtigen Europaparlamentarier gewählt werden. Deswegen müssen wir uns alle daran beteiligen, das sind wirklich wichtige Themen, die hier bestehen und dass ist wirklich ganz wichtig, denn es ist ja wohl nicht gut, dass man immer von den Politikern hört, dass alles was gut ist, kommt aus dem eigenen Land und alles was schlecht ist, wird in Brüssel beschlossen. Wir müssen davon ausgehen, dass wirklich auch gemeinsame Politiken hier in Brüssel gemacht werden und da müssen wir dann auch wirklich auch dem Europaparlament die richtige Macht geben. Auch die Einwanderungspolitik hängt natürlich mit der Aussenpolitik zusammen. Da gibt es natürlich auch die Frage des Klimawandels, aber all diese Fragen sollen natürlich nicht die europäischen Länder teilen. Wir dürfen keine Situation, wo wir einfach nur sagen, wir sind die Besten. Nein wir müssen weitermachen, wir können uns nicht einfach nur ansehen, was in Amerika passiert. [27:04]	3
Now I don't quite [agree] I must say. So we should explain more about African farmers who, even if we give them all the possibilities for farming, in the end they can't sell their product here. But I think that we really have to help the people there, on the spot. Karlheinz Böhm, a German, who really tried to change things, especially in Ethiopia, starting for example by digging wells, so a big problem is the provision of water and with water so we could not brig people and so on, so we must also try to support people's own initiatives. We have to show them how to do things, so we have to make sure that the money we give them is well used and only then will they stop coming. So I don't think that only Europeans have their own initiatives and are therefore called upon to export these initiatives. No, if I take the example of the farmer, if he goes to the market and he has to sell his vegetables and fruits at a higher price to earn money and finally nobody buys it then he will not be able to live on the money either.	fr	[10:41] Là je ne suis plus tout à fait [d’accord] je dois dire. Donc il faudrait encore expliquer d’avantage de dire également par exemple des agriculteurs africains qui, même si on leurs donne toutes les possibilités pour l’exploitation agricole, finalement ils ne peuvent pas vendre leur produit ici. Mais je crois qu’il faut vraiment aider les gens là-bas, sur place. Karlheinz Böhm, un Allemand, qui vraiment à essayer de changer les choses, notamment en Ethiopie, en commençant par exemple par creuser des puits, donc un grand problème c’est la provisionnement en eau et avec l’eau donc on n’a pu briguer les gens et cetera, donc il faut également essayer d’appuyer des initiatives propres des gens. Il faut leur montrer à faire les choses, donc il faut vraiment faire en sorte à ce que l’argent qu’on leurs donne soit bien utilisé et c’est seulement à partir de moment-là qu’ils ne viendront plus peut-être. Donc je ne pense pas que seulement les Européens ont des initiatives propres et sont donc appelés à exporter ces initiatives. Non, si je prends l’exemple de l’agriculteur, s’il se rend en marché et il doit vendre ses légumes et ses fruits plus chère pour gagner de l’argent et finalement personne l’achète en ce moment-là il ne pourra pas non plus vivre de l’argent. [12:18]	2
No, you'll never manage that. It already varies from county to county. And then in the EU - you'll never manage that - never. ... ... ... ... My ... friends who have ..., who are on the supervisory boards of ... ... - there's nothing about equal pay for everything - we don't even have a minimum wage for Germany. We have it in Ireland, we have it in other places and in Germany it's impossible because the sparrows are against it, of course, because they want to fill their pockets.	de	[17:15] Nein, das schaffst du nie. Das ist so von Landkreis zu Landkreis schon unterschiedlich. Und dann in der EU – schaffst du nie – nie. … … … … … Meine … Freunde die haben …, die sind in die Aufsichtsräte der  … …– da läuft nichts mit gleicher Lohn für alles – wir haben ja nicht einmal einen Mindestlohn für Deutschland. Wir haben den in Irland, wir haben den in sonst wo und in Deutschland ist das unmöglich, weil die Spatzen natürlich dagegen sind, weil sie ihre Taschen füllen wollen. [18:05]	1
This is an issue - as far as I know - we are even exactly in the illegal area: That namely no employment relationship subject to social insurance is entered into here, but that a person is taken as a vacationer from one country to another - in this case now classically what concerns us, which now perhaps also fits here; Poland-Germany - who are then around the clock in this household and are really here for a small obolus; there comes exactly this scope that the money that is paid here, that this has a high value for someone who can achieve much more for it in Poland than here in Germany, but we are right here, at the illegal area, because it is not a social security employment relationship.	de	[55:28] Das ist ein Thema – soweit mir bekannt – da sind wir sogar genau im illegalen Bereich drin: Dass nämlich hier kein sozialversicherungspflichtiges Beschäftigungsverhältnis eingegangen wird, sondern dass ein Mensch als Urlauber von einem Land ins andere geholt wird – in diesem Fall nun mal klassisch was uns betrifft, was jetzt vielleicht auch hier passt; Polen-Deutschland – die dann rund um die Uhr in diesem Haushalt sind und für einen geringen Obolus wirklich hier sind; da kommt genau diese Tragweite, dass das Geld, das hier bezahlt wird, dass das einen hohen Wert für jemanden hat, der in Polen dafür viel mehr erreichen kann wie hier in Deutschland, aber wir sind genau hier, beim illegalen Bereich, weil es kein Sozialversicherungsbeschäftigungsverhältnis ist. [57:15]	2
I said that I worked in a hospital, a French hospital, and to answer the question of illegals, in reality, what happens is that all the undocumented migrants in France have friends who have papers and it is very dangerous for them because you can see people who have the same blood group card for ten people. So ten women come to hang? with the same group card to have the right to care but on the other hand, they put their life in danger. That's the answer to the fact that they are illegal. That's why we can't tolerate keeping the illegals because they put their lives in danger too. We really need to legalize, perhaps on a case by case basis, as Rudolf just said, to do everything possible so that there are no more people who hire and exploit them; that they are really declared; that the whole family is declared so that they can have care and therefore to come back to what Serge-Henri was saying; because there are no more borders, it is obvious that this is not a problem that can be solved country by country but it is really a problem that must be solved by the European Union. So that we really take a common decision, indeed perhaps common criteria but I don't see how to do it for a country, then they put for example criteria and another country other criteria; it seems to me that it is no longer possible then current because there are no more borders.	fr	[44 :50] J’ai dit que j’ai travaillé dans un hôpital, un hôpital français et pour répondre à la question des illégaux, en réalité, ce qu’y se passe, tous les sans-papiers en France ont des amis qui ont des papiers et c’est très dangereux pour eux parce qu’on arrive à  voir des gens qui ont la même carte de groupe sanguins pour dix personnes. Donc dix femmes viennent accrocher[ ?] avec le même carte de groupe pour avoir droit aux soins mais par contre, elles mettent leur vie en danger. Voilà la réponse par rapport au fait qu’ils soient illégaux. C’est pour ça qu’on ne peut pas tolérer de garder les illégaux parce qu’ils mettent leur vie en danger également. Il faudrait réellement légaliser peut-être au coup par coup, effectivement comment vient de dire Rudolf, tout mettre en œuvre pour qu’il n’y ait plus des gens qui les embauchent et qui les exploitent ; qu’ils sont vraiment déclarés ; que toute la famille soit déclaré pour qu’ils puissent avoir les soins et donc à revenir à ce que disait Serge-Henri ; du fait qu’il n’y a plus de frontières, il est évident que ce n’est pas un problème qu’on peut régler pays par pays mais c’est  réellement un problème qui est à régler par l’Union Européenne. Donc qu’on prend vraiment une décision commune, effectivement peut-être des critères communs mais je ne vois pas comment le faire pour un pays, puis ils mettent par exemples des critères et un autre pays d’autres critères ; il me semble que ce n’est plus possible alors actuel du fait qu’il n’y ait plus de frontières. [46 :08]	3
In Poland there are also technical schools and in several states in Western Europe - at least that's what I know - vocational training has been largely abolished. I don't know if that's true, I can't judge that, I've heard that.	de	[10:51] In Polen gibt es auch Fachschulen und in mehreren Staaten Westeuropas – das ist mir jedenfalls so bekannt – ist die Berufsausbildung weitgehend aufgehoben worden. Ich weiss nicht ob das stimmt, ich kann das nicht beurteilen, ich habe das gehört. [11:12]	0
Unfortunately, I have to clarify something legally. We are talking now, we are now invited in the EU - Jürgen don't be angry with me - you are talking about Spaniards. We are EU citizens and there is the freedom of movement with the four big freedoms. Namely in the services, in the travel... that is snow of the past at all, that is not controlled, and not channeled and not dammed, that is an absolute joke. This is only transitional for citizens from Eastern European countries. These are sliding clauses, 5 to 10 years we don't have an unlimited possibility for Eastern European immigrants. But Spain has been in the EU since 86, he can settle there when he wants. He looks for a job in the German workplace and thank God no German says there - even if it may be the competitor in the construction sector...	de	[13:25] Ich muss leider rechtlich etwas klären. Wir reden jetzt, wir sind jetzt in der EU eingeladen – Jürgen sei mir nicht böse  – du sprichst von Spaniern. Wir sind EU-Bürger und da ist die Freizügigkeit mit den vier grossen Freiheiten. Nämlich in den Dienstleistungen, im Reisen… das ist überhaupt Schnee von Vorgestern, das wird nicht kontrolliert, und nicht kanalisiert und nicht gedämmt, das ist ein absoluter Schmarren. Das gilt nur übergangsweise für Bürger aus den osteuropäischen Ländern. Das sind Gleitklauseln, 5 bis 10 Jahre haben wir keine unbegrenzte Möglichkeit für osteuropäische Zuwanderer. Aber Spanien ist seit 86 in der EU, der kann sich da niederlassen, wann er will. Der sucht sich auf dem deutschen Arbeitsplatz eine Arbeit und Gott sei Dank sagt da kein Deutscher – auch wenn es vielleicht der Konkurrent auf dem Bausektor… [14:16]	1
Yes, not exactly. So I didn't agree with one thing Thomas said. So immigration for me is primarily a national problem. However, as Thomas said, there every country actually has a different, a different kind of immigration problem, that's true. In the south of Spain, in southern Europe, not only, but also in Spain, we have African immigrants, as you know, we also have many immigrants from Latin American countries still. And, maybe we have a bigger problem there than the more northern countries. We have more Colombians and Ecuadorians than anywhere else in Europe and we actually have to start there with a national policy, maybe set a certain minimum threshold or maximum threshold for immigrants and once that's settled, then maybe we can move to a European policy.	de	[35:48] Ja nicht ganz. Also ich bin mit einem nicht einverstanden gewesen was Thomas gesagt hat. Also Einwanderung ist für mich vor allem ein nationales Problem. Wie Thomas jedoch gesagt hat, da hat jedes Land eigentlich ein anderes, ein anders geartetes Einwanderungsproblem, das ist schon richtig. Im Süden von Spanien, in Südeuropa, nicht nur, aber auch in Spanien, da haben wir afrikanische Einwanderer, wie Sie wissen, wir haben auch viele Einwanderer aus lateinamerikanischen Ländern noch. Und, vielleicht haben wir da auch ein grösseres Problem als die nördlicheren Länder. Wir haben mehr Kolumbianer und Ecuadorianer als irgendwo anders in Europa und wir müssen da eigentlich den Anfang machen mit einer nationalen Politik, vielleicht eine gewisse Mindestschwelle oder Höchstschwelle festlegen für Einwanderer und sobald das geklärt ist, dann können wir vielleicht zu einer europäischen Politik übergehen. [36:46]	2
Well, I hope I make myself understood. The economic aspect obviously needs to be discussed, but first I want to answer my colleague [AL]. It's true that well, [we are] from Africa or Latin America but the Pyrenees? now we cross the whole of Europe, there is a lot of immigration everywhere in Europe and that would not have stayed in our country anymore. Now they go to Spain, why? They certainly have their reasons. It's not as much to talk about today, but Spain is full. And since we are now talking about the economy, I believe that it would have had indeed a distribution of wealth. But as the resources now are scarce, and as everything finally comes out of the middle class, since everything comes from our taxes. And now, of course, Europe is having problems. But in the end, Europe is us, it is Spain, it is those who pay, the middle classes, and as we are going very, very badly, and so in the end it is the last straw. We cannot offer and offer, and finally, on the back of those who have to pay. You can't pay more and I don't know if you are ready to pay more but I think that for the majority it is not the case. Obviously, when there is a surplus, everything is fine. There is no racism, I am delighted. Now, since we're talking about the money and taxes that we pay, obviously, the situation? becomes unbearable, that's it.	fr	[08 :54] Bon, j’espère je veux bien me faire comprendre. L’aspect économique évidemment il faut [d’en parler] mais d’abord je veux répondre à mon collègue[AL]. Il est vrai que bon, [on est] d’Afrique ou d’Amérique Latines mais les Pyrénées[ ?], maintenant on traverse toute l’Europe, il y a beaucoup d’immigration partout en Europe et qui n’aurait plus, en fait, resté dans notre pays. Maintenant ils se rendent à l’Espagne, pourquoi ? Ils ont certainement leurs raisons. Ce n’est pas autant parler d’aujourd’hui, mais l’Espagne est pleine. Et puisque on parle maintenant de l’économie, je crois qu’il aurait avoir effectivement une répartition de richesse. Mais comme les ressources maintenant sont rares, et comme tout sort finalement de la classe moyenne, puisque que tout provient de nos impôts. Et maintenant, évidemment l’Europe a des soucis. Mais finalement l’Europe c’est nous, c’est l’Espagne, ce sont ceux qui paient, les classes moyennes et comme nous nous allons très très males et donc finalement c’est le comble. On ne peut pas offrir et offrir, et finalement, sur le dos de ceux qui doivent payer. On ne peut pas payer d’avantage et je ne sais pas si vous êtes prêts à payer d’avantage mais je pense que pour la majorité ce n’est pas le cas. Evidemment, quant il y a un surplus, tout va bien. Il n’y a pas de racisme, je suis ravie. Maintenant, puisque on parle de l’argent et d’impôts que nous payons, évidemment, la situation[ ?] devient insupportable, voilà. [10 :23]	1
I think we could take some parts of each solution in order to create a separate solution, which would include the points of every solution in part. And I think that none of those solutions is good enough to be the only one.	pl	[46:52] I think we could take some parts of each solution in order to create a separate solution, which would include the points of every solution in part. And I think that none of those solutions is good enough to be the only one. [47:15]	2
Immigration is always associated with crime. It's always said that they don't want to integrate, they refuse that help, they don't want to participate. But I think it depends on how you treat the immigrants. We have people in front of us. And now you try to exclude them. So I think you try to put them directly into groups and I think that's not right. You can't say immigrant equals criminal. Now how would they react to claim their rights? We have that in Germany, for example. With the population of Turkish origin. There is a negative look on this population. So there is an exclusion, there is a rejection in the society, and that was a fact.	de	[49:38] die Immigration wird immer mit Kriminalität verbunden. Es heisst immer, sie wollen sich nicht eingliedern, sie lehnen jene Hilfe ab, sie wollen nicht mitmachen. Aber ich glaube, das hängt davon ab, wie man die Migranten behandelt. Wir haben doch Menschen vor uns. Und jetzt versucht man sie auszugrenzen. Also ich denke, man versucht sie direkt in Gruppen zu stecken und ich finde, das ist nicht richtig. Man kann nicht sagen, Einwanderer gleich Krimineller. Nun wie würden sie reagieren, um ihre Rechte einzufordern? Das haben wir in Deutschland beispielsweise. Mit der türkischstämmigen Bevölkerung. Man wirft einen negativen Blick auf diese Bevölkerung. Also es gibt eine Ausgrenzung, es gibt eine Zurückweisung in der Gesellschaft, und das war ein Fakt. [50:46]	2
Yes, I think that in most countries - it would be stupid not to admit that, that we need a certain number of immigrants. As Jesus put it, there are types of work that we don't want to do and we let others do it. And at some point, the entrepreneur takes advantage of these people, somehow, somewhere. In all countries, we should ask ourselves what has happened historically in our country. There was a time when the doors were open to all people who came from Latin America. Everyone was allowed to come and there was no question about where they came from, what they could do, it didn't matter, everyone was welcome. And there you should already know like Ana said or Carlos or Jürgen, that people should integrate themselves culturally. A week and a half ago there was an article in Periodico where they said that children born in Spain, 13, 14, 15 years old, don't feel Spanish. They feel like they're Ecuadorian, Colombian, or whatever, which they don't even know, but whatever, and then they beg or they steal and then you find yourself in a situation where someone is robbing you and you can't send them back; he's from your own country. And then what do you do? He stays there, once and for all. And that means that except for legislation - the laws are made by the smart, or for the smart, depending.	de	[01:07:56] Ja, ich glaube, dass in den meisten Ländern – es wäre blöd, das nicht zuzugeben, dass wir eine bestimmte Anzahl von Einwanderern brauchen. Wie Jesus es sagte, gibt es Arbeitsarten, die wir nicht verrichten wollen und die wir von anderen machen lassen. Und irgendwann nutzt der Unternehmer diese Leute aus, irgendwie, irgendwo. In allen Ländern sollten wir uns fragen, was historisch bei uns geschehen ist. Es hat eine Zeit gegeben, wo die Türen offen waren für alle Leute die aus Lateinamerika kamen. Alle durften kommen und da hat man sich nicht gefragt, wo sie herkamen, was sie machen konnten, egal, jedermann war willkommen. Und da sollte man schon wissen wie Ana sagte oder Carlos oder Jürgen, dass die Leute sich kulturell integrieren sollten. Vor anderthalb Wochen gab es einen Artikel im Periodico, wo man sagte, dass Kinder die in Spanien geboren wurden, 13, 14, 15 Jahre alt, sich nicht als Spanier empfinden. Die fühlen sich als Ecuadorianer, Kolumbianer oder sonst was, was sie nicht einmal kennen, aber egal, und dann betteln sie oder stehlen sie und dann befindet man sich in einer Lage wo jemand dich beraubt und du kannst sie nicht zurückschicken; der kommt ja aus deinem eigenen Land. Und was tut man dann? Der bleibt da, ein für allemal. Und das heisst, dass ausser der Gesetzgebung – die Gesetze werden von den Schlauen gemacht, oder für die Schlauen, je nachdem. [01:09:55]	1
