cleaned_comment	orig_lang	speech	respect
Yes, but we are talking about immigration at the European level. And not at the level of each member state. [1 :	fr	[1 :37 :05] Oui mais on parle de l’immigration au niveau européen. Et pas au niveau de chaque état membre. [1 :37 :11]	1
I think if this possibility that we've been talking about, then that would be a very good idea, but of course that's very difficult to implement in practice.	de	[55:08] Ich glaube, wenn diese Möglichkeit, von der wir gesprochen haben, dann wäre das eine sehr gute Idee, aber das ist natürlich in der Praxis sehr schwierig umzusetzen. [55:19]	1
It's not immigrants as we talk about because there are immigrants in every country, they have a nationality, I say in every country there are gypsies. Every country - I mean they go around the world but I mean they have a country, they are not the majority and they are still part of Europe, they are not - I mean it's not illegal, they are not - I'm not sure if you understand what I mean but -.	fr	[42:21] Ce n’est pas des immigrants comme on parle parce qu’il y en a dans tous les pays, ils ont une nationalité, je dis qu’il y a dans tous les pays des gitans. Chaque pays – je veux dire ils se baladent dans le monde mais je veux dire ils ont un pays, ils ne sont pas la majorité et ils sont quand-même partie de l’Europe, ils ne sont pas – je veux dire ce n’est pas illégal, ils ne sont pas – je ne suis pas sur si vous comprenez ce que je veux dire mais –. [42:50]	1
Yes, we had already established just now that there must be certain rules for this. So, it has already been said about the borders; there is a little bit different discussion but not too many people should come into the country, so that a certain prosperity, so that a certain level is created, so that also those who come to us have the appropriate education and can also adapt to this level, that they get this opportunity and I think that is for the EU of course once from the basic structure the task, so to bring these ideas to the national level, so to open up possibilities, fictions [visions] and then within these national levels then to use these appropriate mechanisms, which are then for each country specifically of sense. Because you can't say that within the whole EU all mechanisms are of equal value, but it has to be handled differently and I think that's this big challenge and accordingly it could only work - in cooperation - that the EU develops these visions and in the countries they are then implemented with a lot of expertise and a lot of good policy.	de	[1:02:01] Ja wir hatten ja eben schon festgestellt, dass es dafür gewisse Regeln geben muss. Also, es wurde schon mal gesagt von den Grenzen; da wird ja ein bisschen unterschiedlich diskutiert aber es sollen nicht zu viele Menschen ins Land kommen, damit ein gewisser Wohlstand, also dass ein gewisses Niveau geschaffen wird, dass auch die, die dann zu uns kommen, die entsprechende Ausbildung haben und auch diesem Niveau sich anpassen können, dass sie diese Möglichkeit bekommen und ich denke, das ist für die EU natürlich mal von der Grundstruktur her die Aufgabe, also da diese Ideen auf nationale Ebene zu bringen, also Möglichkeiten, Fiktionen[Visionen] zu eröffnen und dann innerhalb dieser nationalen Ebenen dann diese passenden Mechanismen einzusetzen, die dann für jedes Land speziell dann von Sinn sind. Weil man kann ja nicht sagen, im Rahmen der ganzen EU sind alle Mechanismen gleich viel wert, sondern es muss ja nun mal unterschiedlich gehandhabt werden und ich glaube, das ist diese grosser Herausforderung und dementsprechend könnte es ja dann auch nur funktionieren – also in Zusammenarbeit – also dass die EU diese Visionen entwickelt und in den Ländern die dann entsprechend mit viel Sachverstand und viel guter Politik dann umgesetzt werden. [1:03:16]	1
We talked about Iran and other countries, well, the systems, the political systems were different, the systems no longer exist thanks to the support of the EU and the US. One example, of course, is the Taliban. Religious fundamentalism, it was not bad for us at that time, for the Western countries it was something very useful, because we could manipulate other peoples, like the Russians, the former Soviet Union, so that's what I wanted to say.	de	[35:51] Wir haben gesprochen über Iran und andere Länder, nun, die Systeme, die politischen Systeme waren unterschiedlich, die Systeme bestehen nicht mehr dank der Unterstützung der EU und der USA. Ein Beispiel sind natürlich die Taliban. Religiöser Fundamentalismus, das war damals nicht schlecht für uns, für die westlichen Länder war es etwas sehr nützliches, denn wir konnten andere Völker manipulieren, wie zum Beispiel die Russen, die ehemalige Sowjetunion, also das wollte ich sagen. [36:30]	1
yes, so I suggest that we are Spanish and German here, can we have questions on both sides, on Spanish and on German...	de	[1:20:07] ja, also ich schlage vor, dass wir ja hier Spanier und Deutsche sind, kann man doch auf beiden Seiten, auf spanischer und auf deutscher Fragen… [1:20:15]	1
So I don't know what your impression is but anyway, as I got all these proposals and when I read them, there are pros and cons but it seems like these last areas - but anyway, it's hard to make a decision because you can easily sign all the arguments in favor but also against. But I think it is a long term problem and at the same time a short term problem - I think that until 2030, due to the migratory change that we are going to live, we need 25 million immigrants until 2030, so at that time, we could immediately think of man as a commodity but on the other hand, we need this man, this commodity and therefore we have to be prepared, we have to be ready to welcome these people that we need. So, in any case, I read somewhere, we need more than 20 million people from third countries, outside the European Union, to satisfy our own market. This is the long-term problem, but there is also a short-term problem, which Micheline mentioned: What can we do? I think that nobody is doing enough at the moment to welcome the people who are already in our country, but it must be said that France has been a land of asylum for 200 years, a country that has always welcomed foreigners, But we have also noticed that for two generations now - more or less - we have really had problems in France with immigrants and at this point we should ask ourselves the question, what are we doing in the short term to be able to welcome the people we still need and what are we doing for those who are already here? These are two very different problems. But we should approach it very slowly.	fr	[22:11] Donc je ne sais pas quelle est votre impression mais en tout cas, comme j’ai reçu toutes ces propositions et quand je les ai lu, il y a le pour et le contre mais on a l’impression que ces derniers domaines – mais quoi qu’il en soi, il est difficile de prendre une décision car on peut facilement signer tous les arguments en faveur mais également contre. Mais je crois que c’est un problème à longue terme et en même temps à courte terme – je pense que jusqu’en 2030, dû au changement migratoire que nous allons vivre, nous avons besoin de 25 millions d’immigrants jusqu’en 2030, donc à ce moment-là, on pourrait tout de suite penser à l’homme comme marchandise mais d’autre part, nous avons besoin de cet hommes, de cette marchandise et donc nous devons nous préparer, nous devons être prêts à accueillir ces gens dont nous avons besoin. Donc, en tout cas, j’ai lu quelque part, nous avons besoins de plus de 20 millions de personnes des pays tiers, donc en hors de l’Union Européenne, pour pouvoir satisfaire notre propre marché. Ça c’est le problème à long terme mais il y a également un problème à court terme qui a été cité par Micheline : Qu’est-ce que pouvons-nous faire ? Je pense que personne ne fait assez à l’heure actuelle pour accueillir les gens qui se trouvent déjà chez nous, mais il faut encore dire que la France au jour réside actuellement – depuis 200 ans est terre d’asile, donc un pays qui a toujours accueilli les étrangers, les immigrants et qui depuis des générations a fait beaucoup mais on constate également depuis deux générations maintenant – plus ou moins – en fait moins, on a vraiment des problèmes en France avec les immigrants et à ce moment-là il faudrait se poser la question, que faisons-nous à court terme pour pouvoir accueillir justement les gens dont nous avons encore besoin et que faison- nous pour ceux qui sont déjà là ? Et ce sont deux problèmes bien différents. Mais il faudrait s’approcher tout doucement. [24:34]	1
The creation of ghettos and the fact that immigrants don't adapt and well, if you say adapt, that's hard obviously. The problem is the German language which is not taken over, which is not learned. That is to say that in the school in reality, during the course, they speak German but during the recreation for example they already speak their language between them and therefore if the direction for example tries to make them speak German outside the school, outside the class, the direction does not succeed. So we have people - second, third generation - who don't know how to read, write and so on, so they need their children to translate what they have to do and so on, so let's avoid creating ghettos, but then we have to learn how to read and write at that time. We'll have less of this problem of creating ghettos, we'll have less problems and they're next to us and we don't even know what they're talking about and it's being used.	fr	[58:26] La création des ghettos et le faite que les immigrés ne s’adaptent pas et bon, si on dit adapter, c’est dure évidemment. Le problème c’est la langue allemande qui n’est pas repris, qui n’est pas appris. C'est-à-dire que dans l’école en réalité, pendant le cours, ils parlent allemand mais pendent la récré par exemple ils parlent déjà leur langue entre eux et donc si la direction par exemple essaye de leurs faire parler l’allemand en dehors de l’école, en dehors de la classe, la direction n’y arrive pas. Donc on a des personnes – deuxième, troisième génération – qui ne savent pas lire, écrire et cetera donc ils ont besoin de leurs enfants pour traduire ce qu’ils doivent faire et cetera donc évitons de créer les ghettos mais alors il faut apprendre à lire et écrire à ce moment-là. On aura moins ce problème de création des ghettos, on aura moins de problèmes et ils sont à côté de nous et on ne sait même pas de ce qu’ils parlent et ça s’utilise. [59:34]	0
I totally agree with Claire [CLC]. We should try to have a regularization procedure for what concerns immigration. I'm not talking about victims of war, in countries that are affected by war, refugees, but otherwise if they all come to the European Union, let's take Germany and illegal immigration, if there was massive illegal immigration in Germany, it would no longer be bearable. So there should be a certain regulatory framework, a certain procedure. As far as crime is concerned, I would also say that it is more a question of mentality, even if we always hear in the press that there is a lot of crime in the immigrant communities, but this is mainly due to the fact that there is illegal immigration for which no good integration measures are introduced. At the time, we always said that the country was not a country of immigration and now we are really at the heart of the problem.	fr	[38:25] Je suis tout à fait d’accord avec Claire[CLC]. Il faudrait essayer d’avoir une procédure régularisation à ce qui concerne l’immigration. Je ne parle pas des victimes de guerre, dans des pays qui sont toucher par la guerre, des réfugiés, mais sinon si tous viennent à l’Union Européenne, prenons que l’Allemagne et l’immigration illégale, s’il y avait  en Allemagne une immigration illégale massive, ça ne serait plus supportable. Donc il faudrait y avoir un certain cadre réglementaire, une certaine procédure. À ce qui concerne la criminalité, je dirais également que cela se passe plus dans les têtes, c’est une question de mentalité même si on en entend toujours par la presse etc. qu’il existe une grand criminalité dans les communautés immigrés mais ceci est surtout due au fait qu’il y a une immigration illégale pour laquelle on n’introduit pas de bonnes mesures d’intégration. À l’époque, on disait toujours que le pays n’était pas un pays d’immigration et maintenant on est vraiment au cœur du problème. [39 :43]	1
I wanted to remind myself, first of all. But also to you. The topic of discussion is immigration. I have heard all kinds of topics. It's true that the applications, the effects of immigration can be seen in various situations. But I am afraid that we have strayed from the topic of immigration. And as we are doing to solve this problem, which concerns us, immigration? I notice that we are focusing a lot on problems that immigrants cause and we are expressing them in all kinds of topics. We told stories. It's the first time I've heard this. The Portuguese immigrants who are sent back after having been used as workers. It's true that there, I will have a question. Rather than saying whose fault it is, I would say, how can we solve their problem so that it is good for the immigrants and for the Portuguese. I consider a way of approach that is not quite efficient in my opinion. I also heard some comments. I don't think it's right to adopt the problems of immigration from a racial point of view. In fact, we are each one as we are with our own color at the bottom. But I would like to ask a question. What do we want to do? Do we want to get rid of this immigration, or do we want to control it in a certain way, or do we want to send it back to the immigrants so that they can solve it themselves? One can tell here, many things many situations that apply in which the negative or positive effects of the immigration can apply. For the European contract all know, but how are we going to solve this problem?	fr	[43 :05] je voulais me rappeler à moi même, tout d’abord. Mais a vous aussi. Le sujet de discussion est l’immigration. J’ai entendu toutes sortes des sujets. C’est vrai que les applications, les effets de l’immigration se voient dans diverses situations. Mais j’ai peur qu’on se soit éloigné du sujet qui est l’immigration. Et comme on fait pour résoudre ce problème, qui nous préoccupe, immigration ? je constate qu’on se concentre beaucoup sur des problèmes que provoquent les immigrants et on exprime par toutes sortes des sujets abordés. On a raconté des histoires. C’est la première fois que j’entends ça. Les immigrés portugais qui sont renvoyés après avoir été utilisant autant que ouvrier. C’est vrai que là, j’aurai une question. Plutôt que de dire à qui la faute je dirai, comment peut-on résoudre leur problème pour que ça soit bien pour les immigrés et pour les portugais. Je considère une façon d’aborder qui n’est pas tout a fait efficient a mon avis. J’ai entendu aussi des commentaires. Qui portait sur les noires, les arabes, les blancs… je ne trouve pas que ce soit bien d’adopter les problèmes de l’immigration du point de vu racial. En fait on est chacun comme on est avec sa propre couleur au fond. Mais j’aimerais poser une question. Qu’est-ce qu’on veut : extirper cette immigration ou bien la contrôler de certaine manière ou bien renvoyer ce problème chez les immigrants ? pour qu’ils le résoudront eux-mêmes. On peut raconter ici, beaucoup des choses beaucoup des situations qui s’appliquent dans lesquels les effets négatifs ou positifs de l’immigration peuvent s’appliquer. Pour la contrait européenne tout savent, mais comment est-ce que on va résoudre ce problème ? [45 :55]	2
Yeah so what are those quotas? What are they going to be based on? I don't understand the concept. What you Thomas - you mentioned the limits. Sure. I think you're right about that. Of course, you can drive on the highway from the south from Algeciras to Germany, that's not a problem. That's clear to everybody. But people who fly into our country can be controlled. And people who are hiding in trucks should also be able to be controlled. Be it the police or the gendarmerie or the border guards, but if we don't do that, everybody will come into my house and I don't intend to accept that. And I think where something can be done, something should be done.	de	[28:11] Ja also, was sind das für Quoten? Worauf sollen sie beruhen? Ich verstehe das Konzept nicht. Was du Thomas – du erwähntest die Grenzen. Sicher. Da hast du schon recht. Natürlich kann man über die Autobahn von Süden von Algeciras bis nach Deutschland fahren, das ist kein Problem. Das ist allen klar. Aber Leute, die in unser Land rein fliegen, da kann man schon kontrollieren. Und Leute, die sich da in LKWs verstecken, das soll man auch kontrollieren können. Sei es die Polizei oder die Gendarmerie, oder die Grenzwache sonst, aber wenn wir das nicht tun, wird jeder in mein Haus reinkommen und das habe ich nicht vor, anzunehmen. Und ich glaube da, wo was zu machen ist, sollte man was unternehmen. [29:12]	0
So you think Sir that if we do badly, others should have to get worse and instead help finish off them? They need help in some way. They are also people. We help animals so why do we not want to help people?	pl	[49:51]So you think Sir that if we do badly, others should have to get worse and instead help finish off them? They need help in some way. They are also people. We help animals so why do we not want to help people? [50:07]	2
I work in an organization for these people so as a volunteer and I have experienced that when these immigrants have found a suitable job they are more satisfied than when they have no job. And so what the European Union would like, that is to say this economic solution, is also a factor of satisfaction for these new European citizens. Thank you.	fr	[15:08] Je travaille dans une organisation pour ces personnes-là donc comme volontaire et j’ai fait l’expérience que quand ces immigrés ont trouvé un poste de travail adéquat ils sont plus satisfait que quand ils n’ont pas de travail. Et donc ce que l’Union Européenne voudrait, c'est-à-dire cette solution économique, c’est aussi un facteur de satisfaction pour ces nouveaux citoyens européens. Merci. [15:42]	1
Maybe we should look at the countries from which the immigrants come from, who comes to Europe most of all and how could we help those countries. The countries where the immigrants come from.	pl	[00:52] Maybe we should look at the countries from which the immigrants come from, who comes to Europe most of all and how could we help those countries. The countries where the immigrants come from. [01:07]	1
No absolutely, to me it's a problem for them that they don't have a pension, it's not a problem for me. They create wealth, but there is a whole - end, if the job that is held by an illegal immigrant was held by someone official, he would pay health insurance, he would pay retirement, there would be rights afterwards, but he would contribute while he is there. I don't know if this is a problem in Hungary as well - I think that in France, people who are settled are perhaps less of a problem. There are, of course, problems related to the acceptance of people's differences, there are always people who will find it difficult to accept people who are different, but I think that this is perhaps less of a problem. I don't know if in Hungary you have illegal immigration also which is strong.	fr	[31:11] Non tout à fait, pour moi c’est un problème pour eux qu’ils n’ont pas de retraite, ce n’est pas un problème pour moi. Ils créent la richesse, mais il y a toute une – fin, si l’emploi qui est tenu par un immigré clandestin était tenu par quelqu’un d’officiel, il paierait l’assurance maladie, il paierait la retraite, il y aurait des droits après, mais il cotiserait pendent qu’il est là. Alors que du fait que des clandestins, ils ne cotisent pas, donc je ne sais pas si c’est un problème qui se pose aussi en Hongrie – je pense qu’en France, les gens qui sont installés posent peut-être moins des problèmes. Il y a, bien entendu, des problèmes lié à l’acceptation des différences des gens, il y a de toute façon toujours des gens qui auront du mal à accepter des gens différents mais je pense que ça pose peut-être moins des problèmes. Je ne sais pas si en Hongrie vous avez une immigration clandestine aussi qui soit forte. [32:13]	2
Immigration is always associated with crime. It's always said that they don't want to integrate, they refuse that help, they don't want to participate. But I think it depends on how you treat the immigrants. We have people in front of us. And now you try to exclude them. So I think you try to put them directly into groups and I think that's not right. You can't say immigrant equals criminal. Now how would they react to claim their rights? We have that in Germany, for example. With the population of Turkish origin. There is a negative look on this population. So there is an exclusion, there is a rejection in the society, and that was a fact.	de	[49:38] die Immigration wird immer mit Kriminalität verbunden. Es heisst immer, sie wollen sich nicht eingliedern, sie lehnen jene Hilfe ab, sie wollen nicht mitmachen. Aber ich glaube, das hängt davon ab, wie man die Migranten behandelt. Wir haben doch Menschen vor uns. Und jetzt versucht man sie auszugrenzen. Also ich denke, man versucht sie direkt in Gruppen zu stecken und ich finde, das ist nicht richtig. Man kann nicht sagen, Einwanderer gleich Krimineller. Nun wie würden sie reagieren, um ihre Rechte einzufordern? Das haben wir in Deutschland beispielsweise. Mit der türkischstämmigen Bevölkerung. Man wirft einen negativen Blick auf diese Bevölkerung. Also es gibt eine Ausgrenzung, es gibt eine Zurückweisung in der Gesellschaft, und das war ein Fakt. [50:46]	2
1007 I can only confirm that the situation for example in our country, Belgium is similar. As a matter of fact, from what I have heard, it is the same as in Holland. We have the administration of law, which is slow and needs time. This is really inordinateness and takes too much time. If one needs to wait years for any asylum decision, the person already integrates works and has children who attend school. And after six, seven or eight years, there is a decision that those people need to leave the country because they do not meet some asylum criteria. I think that it is an unfair situation. It should not be this way.	pl	1007[09:43] I can only confirm that the situation for example in our country, Belgium is similar. As a matter of fact, from what I have heard, it is the same as in Holland. We have the administration of law, which is slow and needs time. This is really inordinateness and takes too much time. If one needs to wait years for any asylum decision, the person already integrates works and has children who attend school. And after six, seven or eight years, there is a decision that those people need to leave the country because they do not meet some asylum criteria. I think that it is an unfair situation. It should not be this way. [00:30]	2
I think this question about the control of the influx of immigrants. How can we control it? How can we do selection between the immigrants? I think it is a good question and I was intrigued by that. I would like to get an answer for this question.	pl	[53:52]I think this question about the control of the influx of immigrants. How can we control it? How can we do selection between the immigrants? I think it is a good question and I was intrigued by that. I would like to get an answer for this question.[54:13]	1
I know when I was young, I was at a time when there were the first young people, the children of immigrants, who shared the school with me. There were no difficulties in being friends with each other, and I have daughters today, and - one of 26, one of 17 - and the one of 17, I see that the group of young people, I am in a city where there is all representation of origin. But the young people were not mixing anymore. But not at all. And it is still questioning. Because I know that in our family we are not at all xenophobic. We have friends of all origins. But young people don't mix anymore. They make choices among themselves, not to mix anymore. And that I find questioning. I don't have any judgement about that, but it's still a feature of society that can seem worrying, especially with all that we hear in the news, but the aggressions between young people, between ethnic groups, that are... it's the rise of communitarianism that generates an intolerance today that didn't necessarily exist before.	fr	[42 :11] moi je sais quand j’étais jeune, j’étais a l’époque ou il y avait les premiers jeunes, les enfants des immigrés, qui partageaient donc l’école avec moi. Il y avaient pas des difficultés à être copains ensemble, et j’ai des filles aujourd’hui, et - une de 26, une de 17 ans - et celle de 17 ans, je vois que le groupes des jeunes, je suis dans une ville ou il y a tout de représentation d’origine. Mais les jeunes ne se mélangeaient plus. Mais plus du tout. Et c'est quand-même questionnant. Parce que je sais qu’au niveau de notre famille on n’est pas du tout à avoir un discours xénophobe. On a copains de toutes origines. Mais les jeunes ne se mélangent plus. Ils font des choix entre eux, ne plus se mélanger. Et ça je trouve que s’est questionnant. Je n’ai pas de jugement par rapport à ça, mais c'est quand-même un trait de société qui peut sembler inquiétant, surtout avec tout ce qu’on entend dans les faits divers aussi, mais les agressions entre jeunes, entre des ethnies, qui se… c'est la monté du communautarisme effectivement qui génère une intolérance aujourd’hui qui n’existait pas forcément avant. [43 :45]	1
I would like to add to this topic that in Wroclaw we can not see an extremely increased amount of immigrants. It is not like, for example in England or Germany, where you can easily noticed people with different national clothes on the streets or that we have plenty of multicultural shops. However, I noticed from my observations that not only seasonal workers are coming to Poland but also we are having a lot of different kind of programs for example family reunification program, which is in my opinion a such a great idea to reunification families which during the II World War had to leave the country and go to Kazakhstan or to other post Soviet Republics. Now they have a chance to come back to Poland. Usually it is the whole family, grandparents, parents, grandchildren, and children. I noticed that these people are working much better than Polish because of their life they had to handle before in the Republics was much more difficult and in Poland they can earn money for better future. Also, I haven’t noticed increased criminality because of the immigrants.	pl	[1:22:18]I would like to add to this topic that in Wroclaw we can not see an extremely increased amount of immigrants. It is not like, for example in England or Germany, where you can easily noticed people with different national clothes on the streets or that we have plenty of multicultural shops. However, I noticed from my observations that not only seasonal workers are coming to Poland but also we are having a lot of different kind of programs for example family reunification program, which is in my opinion a such a great idea to reunification families which during the II World War had to leave the country and go to Kazakhstan or to other post Soviet Republics. Now they have a chance to come back to Poland. Usually it is the whole family, grandparents, parents, grandchildren, and children. I noticed that these people are working much better than Polish because of their life they had to handle before in the Republics was much more difficult and in Poland they can earn money for better future. Also, I haven’t noticed increased criminality because of the immigrants.  [1:23:27]	2
Here, I would also like to say something about assimilation because from one hand we can not require people to be our clones, wear the same clothes, believe in the same things and talk the same languages all the time. In my opinion they should keep their own culture, identity, religion and so on. Of course it is worth for them to learn their new country’s language to function well in the society, but they do not need to be exactly like all of us. So they can have their own morals. However, there is also a problem: How should we fight against prejudices for example in the case of Muslim people. For example woman’s role and other stuff in Islam scares me. I know that it is irrational because they are normal people like we but anyway their culture is completely strange for me. In the case of Europe, we all have similar origins and we are sharing similar values in which we all grew up. So it does not matter if we are in Spain or Ukraine because we understand the mentality of a certain country, this is so called the European mentality. But Muslim mentality is completely different and we should learn it. I would like to ask a question; How convincing people to not have irrational prejudices? I think that I am a person with healthy thinking and I would like to treat all immigrants equally but somewhere inside of me I can not do that.	pl	[12:23]Here, I would also like to say something about assimilation because from one hand we can not require people to be our clones, wear the same clothes, believe in the same things and talk the same languages all the time. In my opinion they should keep their own culture, identity, religion and so on. Of course it is worth for them to learn their new country’s language to function well in the society, but they do not need to be exactly like all of us. So they can have their own morals. However, there is also a problem: How should we fight against prejudices for example in the case of Muslim people. For example woman’s role and other stuff in Islam scares me. I know that it is irrational because they are normal people like we but anyway their culture is completely strange for me. In the case of Europe, we all have similar origins and we are sharing similar values in which we all grew up. So it does not matter if we are in Spain or Ukraine because we understand the mentality of a certain country, this is so called the European mentality. But Muslim mentality is completely different and we should learn it. I would like to ask a question; How convincing people to not have irrational prejudices? I think that I am a person with healthy thinking and I would like to treat all immigrants equally but somewhere inside of me I can not do that.[14:22]	1
Yes, it's true, it's quite complex the question of aid and subsidies. Financial aid is very controversial or would be controversial, abuses are very possible, but I am convinced that Africa is not going to develop like that all by itself and they are not able to solve everything by themselves. I don't know, I don't know how much help there is, but well, I don't know, we should find another starting point. Concerning the question of education, yes, I am aware of this, I would even say: yes, come and learn with us, come and train with us, but in the end, go back home and help your compatriots to develop. But well, it's going to take time and I don't think you can require someone to go back after their studies either.	fr	[24:59] Oui, c’est bien vrai, c’est assez complexe la question des aides et des subventions. Une aide financière est fort controversée où serait controversée, les abus sont forts possible, mais je suis convaincue que l’Afrique ne va pas se développer comme ça toute seule et ils ne sont pas capable de tous résoudre eux-mêmes toute seule. Moi, je ne sais pas, je ne connais pas tellement les possibilités d’aide mais bon, je ne sais pas, il faudrait trouver un autre point de départ. Concernant la question de l’éducation, oui, là je suis sensibilisée, je dirais même : oui, venez apprendre chez nous, venez vous former chez nous, mais à la fin, retournez chez vous et aidez vos compatriotes à se développer. Mais bon, cela va prendre du temps et je ne pense pas qu’on peut non-plus exiger quelqu’un de retourner après ses études. [26:10]	0
From what I have heard, the countries should have a choice in, for example why people cannot come voluntarily to a certain country, or observe them whether they will adapt; some kind of transitional period. Shouldn’t we have some rules which could regulate immigration this way?	pl	[00:40] From what I have heard, the countries should have a choice in, for example why people cannot come voluntarily to a certain country, or observe them whether they will adapt; some kind of transitional period. Shouldn’t we have some rules which could regulate immigration this way?[01:24]	1
I used to work in Switzerland in my former life and when my employment contract expired, I had to leave Switzerland within 14 days - so why can't we do that?	de	[34:54] Ich habe in meinem früheren Leben mal in der Schweiz gearbeitet und wenn mein Arbeitsvertrag abgelaufen war, habe ich innerhalb von 14 Tagen die Schweiz verlassen müssen – also warum geht das dann bei uns nicht? [35:07]	1
In relation to this Focus[GE] article, I would like to rectify something, that is the Berlin thing. This Berlin affair is well known because there are certainly small ghettos formed there, here and there, due to the fact that there are many different nationality groups there. That is mixed up ? For me, personally, it is not an example of successful immigration. We have to do this in the knowledge that the immigrants who come to us have to try to learn the culture, the general opinions in this new country. If we want to build a small Turkey in Berlin, we will always have problems. And by preventing illegal immigration, I think that could already alleviate the problem.	fr	[35 :16] Par rapport à cet article de Focus[GE], je voudrais rectifier quelque chose, c’est la chose de Berlin. Cette affaire de Berlin est bien connue parce qu’il y a là certainement formations des petits ghettos, par-ci-par-là, du fait qu’il y a là énormément de différentes groupes de nationalité. Ça, on mélange[ ?]. Pour moi, personnellement, ce n’est pas un exemple de réussite d’immigration. Il faut agir là en sachant, en toute fois, au préalable, que les immigrés qui viennent chez nous doivent quand même essayer dans ce nouveau pays d’en apprendre la culture, les opinions générales. À Berlin, qu’on voudrait construire quand-même une petite Turquie là, on aura toujours des problèmes à ce moment là. Et en empêchant donc l’immigration clandestine, je crois que ça pourrait déjà amoindrir le problème. [36 :26]	1
I wanted to say that when we talked about unemployment earlier, it is now also being investigated in Spain, for example, what happens to Romanians who have become unemployed in Spain and receive unemployment benefits, that they are not at all willing to return to Romania, Mr. [Rolf] on the other side of the table is right. We can't always start from our own personal experiences, we have to look at this problem from the point of view of society as a whole. We talk about economic aspects and integration, but it's also about security. That is a big problem. There are organized gangs of immigrants, I don't know if they are legal or illegal immigrants, but there is also a big problem with crime, with security. I don't know how to solve that. They have a right to work, of course; if there is work.	de	[01:04:26] Ich wollte dazu sagen, also als wir vorhin über Arbeitslosigkeit sprachen, es wird ja jetzt in Spanien auch untersucht, also was zum Beispiel mit Rumänen geschieht, die eben in Spanien arbeitslos geworden sind und Arbeitslosengeld beziehen, dass sie eben gar nicht bereit sind, nach Rumänien zurückzukehren, da hat der Herr[Rolf] auf der anderen Seite des Tisches schon Recht. Wir können da auch nicht immer abheben und ausgehen von unseren persönlichen Erfahrungen, wir müssen das schon gesamtgesellschaftlich betrachten dieses Problem. Wir sprechen über wirtschaftliche Aspekte und Integration, aber es geht auch um das Thema Sicherheit. Das ist ein grosses Problem. Es gibt  organisierte Banden von Einwanderern, ich weiss nicht, ob es sich dabei um legale oder illegale Einwanderer handelt, aber es gibt da eben auch ein grosses Problem mit Kriminalität, mit Sicherheit. Ich weiss nicht, wie man das lösen kann. Die haben natürlich ein Recht auf Arbeit, natürlich; wenn es Arbeit gibt. [01:05:44]	0
So, if we manage to get all the unemployed people in the Union to work, who currently have no work, this problem would not prevent Africans or Asians from coming to Europe to live better.	fr	[26 :33] donc, si on arrive a faire travailler tous nos chômeurs de l’union, qui n’ont pas de travail actuellement, ce problème ne empêcherait pas les africains ou les asiatiques de venir en Europe pour vivre mieux. [26 :47]	1
To extend the question of economic version of the immigration question finally takes us out of the immigration question and into a purely economic question. Robert, do you want to say something since you've now been following the debates a little bit?	fr	[47:27] De prolonger la question de version économique de la question de l’immigration finalement nous fait sortir de la question d’immigration pour arriver à une question uniquement économique. Robert, voulez-vous dire quelque chose puisque vous avez maintenant suivi un peu les débats ? [47:46]	1
No, you'll never manage that. It already varies from county to county. And then in the EU - you'll never manage that - never. ... ... ... ... My ... friends who have ..., who are on the supervisory boards of ... ... - there's nothing about equal pay for everything - we don't even have a minimum wage for Germany. We have it in Ireland, we have it in other places and in Germany it's impossible because the sparrows are against it, of course, because they want to fill their pockets.	de	[17:15] Nein, das schaffst du nie. Das ist so von Landkreis zu Landkreis schon unterschiedlich. Und dann in der EU – schaffst du nie – nie. … … … … … Meine … Freunde die haben …, die sind in die Aufsichtsräte der  … …– da läuft nichts mit gleicher Lohn für alles – wir haben ja nicht einmal einen Mindestlohn für Deutschland. Wir haben den in Irland, wir haben den in sonst wo und in Deutschland ist das unmöglich, weil die Spatzen natürlich dagegen sind, weil sie ihre Taschen füllen wollen. [18:05]	1
Maybe it also depends on the fact that the immigrant applies for his visa extension too late, or how can one get citizenship? If that person works well.	de	[44:40] Vielleicht hängt das auch davon ab, dass der Einwanderer seine Verlängerung des Visums zu spät beantragt, oder wie kann man denn die Staatsbürgerschaft bekommen? Wenn diese Person gut arbeitet. [45:01]	1
