cleaned_comment	orig_lang	speech	interactivity	respect	storytelling	justification	cGood
If the immigrants will work legally then taxes should be discharged. This will facilitate greatly the people to stay. If the employer hires black immigrants, we have to hail them and give a big penalty to them[employers] because the state loses, and so do ordinary citizens for whom we have to keep those immigrants later.	pl	[51:41]If the immigrants will work legally then taxes should be discharged. This will facilitate greatly the people to stay. If the employer hires black immigrants, we have to hail them and give a big penalty to them[employers] because the state loses, and so do ordinary citizens for whom we have to keep those immigrants later.[52:13]	0	1.0	0.0	2	0
I think this is a problem of a long-term policy. Let’s say that it comes to certain disasters caused by elements. More and more people and immigrants will be. So we should create some kind of frames on the EU-level that would be applied in all the countries. These rules would decide about the quotas for immigrants and under what conditions they could come here.	pl	[39:42]I think this is a problem of a long-term policy. Let’s say that it comes to certain disasters caused by elements. More and more people and immigrants will be. So we should create some kind of frames on the EU-level that would be applied in all the countries. These rules would decide about the quotas for immigrants and under what conditions they could come here.[40:29]	0	1.0	0.0	1	0
So I would ask how they can compare the apartment, really intimate living space, to the broad space of a country or a broader environment?	de	[32:13] Da würde ich fragen, wie sie die Wohnung, also wirklich intimen Lebensraum, mit dem breiten Raum eines Landes oder einer weiteren Umgebung vergleichen können? [32:24]	1	1.0	0.0	1	0
The Country should help but should also not allow a too big amount of immigrants to come because in the end there is going to be too many of them, a too big labour force. Most of them will sleep in the tents because there will not be enough money to put them all in a good condition. Because it is not the best idea to take them all and to give them nothing. Thank you.	pl	[20:25]The Country should help but should also not allow a too big amount of immigrants to come because in the end there is going to be too many of them, a too big labour force. Most of them will sleep in the tents because there will not be enough money to put them all in a good condition. Because it is not the best idea to take them all and to give them nothing. Thank you.[20:56]	2	1.0	0.0	2	0
The quotas system should be set according to the budget of each state. For example, when the state has a large inflow of immigrants, the EU should give more money and assist certain country and its immigrants.	pl	[41:48]The quotas system should be set according to the budget of each state. For example, when the state has a large inflow of immigrants, the EU should give more money and assist certain country and its immigrants.[42:08]	0	1.0	0.0	2	1
But it also comes from our ex-colonies, from Latin America; we live the same case. In fact, colonies that have a link with Spain; in Latin America, there is always a very close relationship with Spain. Those who come from Africa, that's another debate altogether. But in relation to culture, those who come from Latin America, indeed, they are (...) Spanish-based.	fr	[10 :15] Mais ça vient aussi de nos ex-colonies, de l’Amérique Latine ; on vit le même cas. En effet, des colonies qui on un lien avec l’Espagne enfin ; en Amérique Latine, il y a toujours une relation avec l’Espagne très proche. Ceux qui viennent d’Afrique, c’est tout à fait un autre débat. Mais par rapport à la culture, ceux qui viennent de l’Amérique Latine, en effet, ils sont (…) à base espagnole. [10 :44]	2	1.0	0.0	1	1
I think what we're talking about here are completely different subjects. There is on the one hand the adaptation to the customs of the country that welcomes you and on the other hand, it is to leave the things that you bring with you. And to have to adapt - in fact, in all our history, we have always been a household of cultures, there were the Chinese carthages until the beginning of the 20th century. And then from the beginning of the 20th century, we became a country of immigrants. So, we cannot compare ourselves to the French, for example, who have a much longer history of welcoming immigrants. They have to tell us about the problem; if there is a problem, in any case. And about what the majority [of them] think, namely: Should we reduce illegal immigration? Because finally I think that was a theme raised by the moderator. So I would like to know here, since everyone here has been randomly selected, French, Spanish, and then we have a Belgian too I think, what they think finally. So I would like to have some feedback.	fr	[04 :50] Je crois de qu’on parle ici, se sont des sujet tout à fait différent. Il y a d’un coté l’adaptation donc aux coutumes du pays qui vous accueil et d’autre part, c’est laisser les choses que vous apportez avec vous. Et pour devoir vous adapter – en fait, dans toute notre histoire, on a toujours été un ménage de cultures, il y a eu les carthages chinoises jusqu’au début du 20ème siècle. Et puis du but du 20ème siècle, on est devenu un pays d’immigrés. Donc, on ne peut pas se comparer par exemple aux français qui ont une histoire de l’accueil des immigrés qui est bien plus ancienne. [Ils doivent nous] parler de la problématique ; s’il y a une problématique en tout cas. Et sur ce que pense la majorité [d’eux], à savoir : Faut-il réduire donc l’immigration illégale ? Car Finalement je crois que c’est un thème soulevé par la modératrice. Donc j’aimerais savoir ici, puisque tout le monde ici a été sélectionné de manière aléatoire, français, espagnol, et puis nous avons une belge aussi je crois, ce qu’on en pense finalement. J’aimerais donc qu’on a des réactions. [06 :37]	2	1.0	0.0	1	0
I think that in Poland fear of immigration does not come at some point from the immigration. Mainly because there are not that many immigrants in Poland. People’s fear comes from acknowledge of strangers[?]. This is natural that when people do not know something they are scare of it. They are scared that somebody can take their jobs away or be less paid. Fear is the problem, not immigrants. In our country at the moment there are too few immigrants to create any problem. Thank you.	pl	[32:02]I think that in Poland fear of immigration does not come at some point from the immigration. Mainly because there are not that many immigrants in Poland. People’s fear comes from acknowledge of strangers[?]. This is natural that when people do not know something they are scare of it.  They are scared that somebody can take their jobs away or be less paid. Fear is the problem, not immigrants. In our country at the moment there are too few immigrants to create any problem. Thank you.[32:46]	2	2.0	0.0	2	0
Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.	pl	[10:00]Few years ago in Italy there was a first official case about it. They gave jobs to a big amount of immigrants and let them stay in Italy. So many immigrants from France and Germany came to Italy. So I do not think that such a big procedure of legalizing immigrants is the best idea and solution. Such people should be integrated in the society. Of course we can not reject them on margin; this is also not a good solution. I also think that all of these people should be somehow integrated in the society. Of course, everything here depends on the individual situation. I’m talking now especially about the people which should get political asylum. Not all of the people are coming for economic reasons, also criminals [are coming], and we should remember this as well.[11:20]	0	1.0	1.0	1	0
I will be brief. Two countries compared with natural resources and other two countries with very recent immigrants. The United States and Brazil. The difference between Brazil and the United States is the organization and the efficient policy. The United States in comparison with Brazil are two countries that welcome immigrants. With the influences, the Italian community and other communities. But I think that the secret, the solution is to adapt more effective policies of immigration control. And I think that's the basis. The foundation. People move to seek a better standard of living, more money, obviously to continue to grow their families. And so that the country must pay to be able to receive these people with quotas and I think that only with quotas can we control the flow of immigrants. And to avoid illegal immigration. We know that this immigration is hidden in a hypocritical way. We must find a solution for this situation.	fr	[51 :43] je serais bref. Deux pays comparés avec des ressources naturels et d’autres deux pays avec des immigrés très récents. Les Etats-Unis et le Brésil. La différence Brésil – Etats-Unis : l’organisation et la politique efficace. Aux Etats-Unis en comparaison avec le Brésil sont deux pays qui accueillent des immigrés. Avec les influences, la communauté italienne et d’autres communautés. Mais je pense que le secret, la solution passe par adapter les politiques plus efficaces de contrôle d’immigration. Et je pense que c’est ça, la base. Le fondement. Les gens se déplacent pour chercher un meilleur niveau de vie, plus d’argent, évidemment pour continuer après a grandir sa famille. Et pour que le pays doive payer pouvoir accueillir ses gens avec des quotas et je pense que c’est seulement avec des quotas qu’on peut contrôler les flux des immigrés. Et pour éviter de l’immigration illégale. Nous savons que cette immigration, elle est cachée de façon hypocrite. Nous devons trouver une solution pour cette situation. [53 :03]	0	1.0	1.0	1	0
In fact what is an illegal immigrant because for me there are as many immigrants, as many different situations as the individual and that's why between the three options that are proposed, like a selective regularization would be more interesting with defined criteria. I'll take a simple example: In France, someone who comes to work in France legally is given a residence permit, that's it for ten years, during these ten years he builds a job, he builds a family, he has children who are French, because he was born in France and at the end of the ten years, for [... ...] because the rules have sometimes changed during these ten years, they find themselves with an expired residence permit and he finds himself completely illegal and clandestine. What do we do with these people? Should we throw them out? I don't think so. So that's what's difficult, to find a solution that will solve the problem for everyone. And here is also something I wanted to add: we have the case of illegal work, especially people who exploit and mistreat men and women, who exploit these workers, who make money and I think that our states, our governments must focus on - I don't know - tracking down these people for these employers who are dangerous. And in this case, often these are jobs that are refused by people who are legal, so again, here's an opportunity for selective regularization.	fr	[31:48] En fait qu’est que c’est un immigré illégal parce que pour moi il y a autant d’immigrés, autant de situations différentes que l’individu et c’est pour ça entre des trois options qui sont proposées, comme une régularisation sélective serait plus intéressante avec des critères définis.  Je prends un exemple tout simple : En France, quelqu’un qui vient travailler en France légalement se voit attribué à une carte de séjours, voilà pendent dix ans, pendant ces dix ans il construit un métier, il construit une famille, il a des enfants qui sont français, parce que né en France et au bout des dix ans, pour [… … …] parce que les règles ont parfois changé pendant ces dix années, ils se retrouve avec une carte de séjour expirée et lui il se retrouve complètement illégal et clandestin. Que faire avec ces gens-là ? Est-ce qu’on doit les jeter dehors ? Je ne pense pas. Donc c’est ça qui est difficile, de trouver une solution qui règlera le problème pour tout le monde. Et voilà, aussi quelque chose que je voulais ajouter : C’est qu’on a le cas de travail au noir, notamment des gens qui exploitent largement et maltraite les hommes et des femmes, qui exploitent ces travailleurs, qui se font de l’argent déçu et je pense que nos états, nos gouvernements doivent mettre l’accent pour – je ne sais pas – traquer ces gens pour ces employeurs qui eux sont dangereux. Et dans ce cas-là, souvent ce sont des métiers qui sont refusés par les gens qui sont en situation régulière, donc voilà encore une fois, une possibilité de régularisation sélective. [33:41]	0	2.0	1.0	3	2
That's a good question. Well, I can only say generalities: Hungary, because of its geographical position, is a crossroads of cultures, so we have always had [...], people, well I could quote history here but well, in fact, we have to accept that people arrive, a lot of Chinese, a lot of blacks, so - here we don't know how to do anything with our populations in the simple and everyday, because if they live and work, it's not a problem.	fr	[17:11] Ça c’est une bonne question. Bon, je ne peut dire que des généralités : La Hongrie de part de sa position géographique est un carrefour des cultures, donc depuis toujours on a eu des […], des peuples, bon je pourrai ici citer l’histoire mais bon, en fait, on doit accepter que les gens arrivent, énormément des chinois, énormément des noirs, donc – voilà nous on ne sait rien faire nos populations au simple et des tous les jours, car si eux ils vivent et travaillent, ce n’est pas un problème.  [17:56]	0	1.0	1.0	2	0
I think the problem of immigration, illegal immigration is really a very big one, in general. And I think you can only do something about it by changing something in the countries of origin, through appropriate development aid. I know that this will certainly only happen very slowly. But if I imagine that drinking water will become very scarce at some point due to drought catastrophes and so on, then illegal immigration will increase more and more towards the north, towards Europe. And I think we have to invest much more in Africa. It is better than having to pay social welfare here.	de	[5:03] Ich denke, das Problem der Immigration, der illegalen Immigration ist wirklich ein sehr grosses, ganz allgemein. Und ich denke, man kann dagegen nur etwas tun, indem man etwas in den Herkunftsländern etwas verändert, durch entsprechende Entwicklungshilfe. Ich weiss, dass das sicherlich nur ganz langsam geht. Aber wenn ich mir vorstelle, dass das Trinkwasser irgendwann sehr knapp wird durch Dürrekatastrophen und so weiter, dann wird die illegale Immigration immer mehr zunehmen Richtung Norden, nach Europa. Und ich denke, wir müssen da gerade in Afrika wesentlich mehr investieren. Es ist besser als hier Sozialhilfe zahlen zu müssen. [5:44]	0	1.0	0.0	2	0
Now as far as education is concerned in Europe there is something which is very positive now in Poland: We have now professional vocational training and there we have very much influence from Europe and that is very positive, because through this professional training, we have reached a very high level. I would like to add something regarding the introduction of the euro: I think that the politicians have not yet prepared that properly, because especially the people who have low salaries or those who are retired - I think the Poles just can't survive; that is, so that will be very difficult for the Polish families; they are just not yet - Poland is not yet - ready for that, to introduce the euro. I think that's important, but I also think that the people have to be prepared first. Someone who gets a very small pension - 700 zloty - he will then have only 200 and the prices in Poland are almost the same as in Germany.	de	[13:23] Was jetzt die Ausbildung betrifft in Europa gibt es etwas was sehr positiv ist jetzt in Polen: Wir haben jetzt eine professionelle Berufsausbildung und da haben wir sehr viel Einfluss von Europa und das ist sehr positiv, denn durch diese Berufsausbildung, haben wir ein sehr hohes Niveau erreicht. Ich möchte noch etwas hinzufügen, hinsichtlich der Einführung des Euro: Ich glaube, dass die Politiker noch nicht das richtig vorbereitet haben, denn besonders die Leute, die niedrige Gehälter haben oder die, die in Rente sind – ich glaube, die Polen können einfach nicht überleben; das heisst, das wird also sehr schwierig für die polnischen Familien; die sind einfach noch nicht – Polen ist noch nicht – dafür bereit, den Euro einzuführen. Ich glaube das ist wichtig aber ich glaube auch, das Volk muss zuerst vorbereitet werden. Jemand der eine ganz kleine Rente bekommt – 700 Zloty – der wird dann nur noch 200 haben und die Preise in Polen sind fast die Selben wie in Deutschland. [15:00]	2	1.0	1.0	2	1
Yes, I wanted to say in terms of integration, exactly where I live in the neighborhood, there are people who came from Russia and in all my life I have never seen people as brave as them. So they come to work with us, they learn the language, they integrate into our system; they are always very courageous in their work and they adapt very well. A little further away, there is a city, and there, there are a lot of foreigners. A few years ago, these foreigners really wanted to barricade their ghetto area. These people were separating themselves from the others, going it alone, in a ghetto form, so to speak, and in the meantime, it's settled. So, I don't make any distinction between the legal, illegal aspect of immigration. I believe that as long as people respect our laws, our culture, our - our religions, the fact that they go to work and put their kids in school, then I believe that they should be guaranteed to stay. Another little experience from my early youth: I had a Turkish friend and her parents don't like us to go out and I think that's a bit strong.	fr	[05 :47] Oui, je voulais effectivement dire en matière d’intégration ; exactement là où j’habite dans le voisinage, il y a des gens qui sont arrivés de Russie et durant toute ma vie, je n’ai jamais vu des gens aussi courageux qu’eux. Donc ils viennent travailler chez nous, apprennent la langue, s’intègrent dans notre système ; ils sont toujours très courageux en train de travail et ils s’adaptent énormément bien. Un peu plus loin, il y a une ville, et là, il y a énormément d’étrangers. Il y a quelques années de cela, ces étrangers voulaient donc vraiment un peu barricader leur quartier ghetto. Ces gens se séparaient un peu des autres, faisaient cavaliers seuls, sous forme de ghetto pour ainsi dire, et  entre temps, s’est réglé. Alors, moi je ne fais aucune distinction entre l’aspect légal, illégale en matière d’immigration. Je crois que aussi longtemps que les gens respectent nos lois, notre cultures, notre - nos religions, le fait qu’ils vont travailler et qu’ils installent leurs gosses à l’école et bien je crois qu’il faut leur garantir le séjour. Encore une petite expérience à partir de ma prime jeunesse : J’avais donc une amie turque et ses parents en fait n’aiment guère que nous fréquentions et je trouve que ça c’est un peu fort de café quand-même cela. [07 :27]	0		1.0	1	0
I think that we should focus not on closing the borders against illegal immigrants who come to the community, but on restraining its negative factors they bring or could bring to this community in the future. Cigarettes and alcohol are often smuggled in at the Polish eastern border. The excise duty in the Eastern countries is significantly lower than the one in the EU, bringing loss to the Union as the smugglers sell the cheaper goods here. And what is more, we do not buy our own products. All in all, I think we should focus on this rather than on people who want to live a decent life in the EU countries. Thank you.	pl	[34:36] I think that we should focus not on closing the borders against illegal immigrants who come to the community, but on restraining its negative factors they bring or could bring to this community in the future. Cigarettes and alcohol are often smuggled in at the Polish eastern border. The excise duty in the Eastern countries is significantly lower than the one in the EU, bringing loss to the Union as the smugglers sell the cheaper goods here. And what is more, we do not buy our own products. All in all, I think we should focus on this rather than on people who want to live a decent life in the EU countries. Thank you.  [35:28]	0	1.0	1.0	3	2
We will always have a problem, because immigration is linked to culture, to religion. And so we have big problems, take Arab women for example. We have escalations in the hospitals. They come to give birth in hospitals. And they don't let themselves be treated by a doctor, it has to be a woman. And some crazy men fight with the doctors because for them it is illegal to [...] touch a woman who is about to give birth. And this causes enormous problems. So there is this problem of immigration, that's one thing, but the problem of culture and religion that are also combined. So I don't know, it's a very complex story and I think we're going to see in the coming years. Very, very big problems next to that.	fr	[25 :43] On aura toujours bien eu un problème, parce que l’immigration est liée à la culture, à la religion aussi. Et donc on a des grandes problèmes, prenez les femmes arabes par exemple. Nous avons des escalades dans les hôpitaux. Elles viennent à accoucher aux hôpitaux. [Et elles ne se laissent pas soigner d’un médecin, ça soit absolument être une femme.] Et des folles des hommes se bâtent avec les médecins parce que pour eux c’est illégal de […] toucher à une femme qui se va sur le point d’accoucher. Et ça pose des énormes problèmes. Donc il y a ce problème de l’immigration, c’est une chose mais le problème de culture et de religion qui se conjuguent aussi. Donc je ne sais pas, c’est très complexe cette histoire et je pense qu’on va voir dans les années qui viennent. Des très, très gros problèmes à coté de ça. [26 :43]	0	0.0	1.0	1	0
Again, that we're kind of going in circles. We can discuss this for two hours, everyone comes back with more or less the same elements, so we have such laws, the laws eventually have to be changed and so for example if a policeman has to go and arrest a woman for example, does the policeman have to decide if he can or if he can't? If she is beautiful enough, if she has children, it doesn't work like that. So you have to create a base, you have to have clear criteria to have a platform, to have a base, to be able to act or it doesn't help.	fr	[38:34] Je répète, qu’on tourne un peu en rond. On peut discuter cela pendant deux heures, tout le monde revient plus ou moins avec les mêmes éléments, donc on a tels lois, les lois doivent éventuellement être modifiés et donc par exemple si un policier doit aller arrêter une femme par exemple, est-ce que le policier doit décider s’il peut ou s’il ne peut pas ? Si elle est suffisamment belle, si elle a des enfants, ça ne fonctionne pas comme ça. Donc il faut créer une base, avoir des critères clairs pour avoir une plateforme, pour avoir une base, pour pouvoir agir ou ça ne sert à rien. [39:15]	2	1.0	0.0	1	0
well, the philosophy of Islam is based on theocracy and not democracy. It makes a difference. It brings a different worldview. Because there, you base yourself on the morality that comes directly from the Koran. The way of thinking is quite different. The idea of morality is quite different. In Tenerife we have had many problems. So I'm a teacher and yes with the veil, there were some problems. The young girls come to school with the veil. If we want education and we want democracy, then what? Then everybody has to be equal. We said we don't want the veil to be put on and then the children were not sent to school. Rather that than that the parents would have allowed the veil to be dropped. Then the children don't go to school anymore. That was the result. In the Canary Islands, of course, we live with tourism. The Germans, the English come to us. We are a friendly host country, but there are demographic pressures. And it used to be quiet with us, but that quietness is gone. And then to the prisons. To the criminals that were addressed. Our prisons, they are hotels, so that is very different in our country than in other countries. The people are fine. They have food, people are taken care of, that's not so normal in our country. Regarding the Turkish residents and their integration: we have a problem with Eastern Europe, with people who came to us, to the Canary Islands, and there we tried to integrate the people, we had teachers who were supposed to remove the language barriers. That just to make it possible that the children at least know the local language.	de	[46:16] nun, die Philosophie des Islam basiert auf der Theokratie und nicht auf der Demokratie. Es macht einen Unterschied. Das bringt ein anderes Weltbild mit sich. Denn dort basiert man sich auf die Moral, die direkt aus dem Koran kommt. Die Denkweise ist ganz anders. Die Vorstellung von der Moral ist ganz anders. In Teneriffa haben wir viele Probleme gehabt. Also ich bin Lehrkraft und ja mit dem Schleier, da gab es einiges an Problemen. Die jungen Mädchen kommen mit dem Schleier in die Schule. Wenn wir Bildung wünschen und Demokratie wünschen, was dann? Dann müssen doch alle gleich sein. Wir haben gesagt, wir möchten, dass der Schleier nicht angezogen wird und dann wurden die Kinder nicht mehr zur Schule geschickt. Eher dass, als dass die Eltern zugelassen hätten, dass der Schleier wegfällt. Dann gehen die Kinder nicht mehr zur Schule. Das war das Ergebnis. Auf den Kanarischen Inseln leben wir natürlich auch mit dem Tourismus. Die Deutschen, die Engländer kommen zu uns. Wir sind ein freundliches Gastland, aber es gibt demographischen Druck. Und früher war es bei uns ruhig, aber diese Ruhe ist weg. Und dann zu den Gefängnissen. Zu den Kriminellen, die angesprochen wurden. Unsere Gefängnisse, das sind Hotels, das ist bei uns also ganz anders als in anderen Ländern. Den Leuten geht’s gut. Sie haben zu Essen, die Leute werden versorgt, das ist bei uns ja nicht so normal. Zu den türkischen Mitbewohnern und ihre Integration: wir haben ein Problem mit Osteuropa, mit Leuten, die zu uns kamen, auf die kanarischen Inseln und da haben wir versucht, die Leute zu integrieren, wir hatten Lehrkräfte, die die sprachlichen Barrieren aufheben sollten. Das halt um zu ermöglichen, dass die Kinder zumindest die Landessprache beherrschen.  [49:03]	0	0.0	1.0	2	0
Of course I agree with this rule. Of course every country should put on the first place its own citizens. It is true but we should remember not to enter egalitarian system[?] or a system which is based on the exclusion of people. How can we say “no” to people just because they are different? Everybody has a right to have a good quality of life. So how to react when such a problem will appear. Shall we do everything to send this person back to his own country? It is not a matter of the dealing with our citizens, it is about which immigrants we should help in life and which not.	pl	[26:55]Of course I agree with this rule. Of course every country should put on the first place its own citizens. It is true but we should remember not to enter egalitarian system[?] or a system which is based on the exclusion of people. How can we say “no” to people just because they are different? Everybody has a right to have a good quality of life. So how to react when such a problem will appear. Shall we do everything to send this person back to his own country? It is not a matter of the dealing with our citizens, it is about which immigrants we should help in life and which not.[27:42]	3	1.0	0.0	2	2
If I have understood correctly, the European policy in African countries, for example, consists in attracting the best elements, that is to say engineers and doctors, because they are needed. That's the goal. That is to say, already they are not much, we are going to plunder them the human maturity constituted by the best elements. That's it. And if they don't speak French or English, that's even better. Yes. That's what I can say, and then we're surprised that the mass author, who can't speak by any means, tries to come to Europe.	fr	[36 :15] Si j’ai bien compris en fait la politique européenne par exemple dans les pays africaines consiste alors piaillent les meilleurs éléments, c'est-à-dire les ingénieurs, les médecins, parce que l’en on a besoin. Voila, le but, c’est ça. C'est-à-dire, déjà ils ne sont pas grande chose, on va leurs piller la mature humaine constitué des meilleurs éléments. Voila. Et s’il ne parle pas français ou anglais, c’est encore mieux. Oui. Voila, c’est ça que je peux dire, et après on est étonné que l’auteure masse, qui sait pas parler par tous les moyens essaye de venir en Europe. [36 :48]	0	1.0	0.0	2	0
Strangely enough, I am in favor of strict border control, because illegal migration compromises the position of migrants who are already in Europe. So you have to see that this illegal migration, the reason for illegal migration, has to be eliminated. These are two reasons why people come. Because there is an opportunity for work and because there are too few people in Europe to do certain jobs. And so if you are in the EU and you want to stay there, you have to see that employers don't have that kind of need so that the market for illegal immigrants is finally dried up.	fr	[19 :30] assez étrangement, je suis favorable à un control sévère a la frontière, parce que la migration illégale, compromet la position des migrants, qui sont déjà en Europe. Donc il faut, voyez que cette migration illégale, donc motif de la migration illégale, doit être éliminé. Ce sont deux raisons pour lesquels les gens viennent. Parce qu’il y a une possibilité par le travail et parce qu’il y a trop peux des gens en Europe pour effectuer certains travaux. Et donc si on est en UE et on veut y rester, il faut voir que les employeurs n’aient pas ce genre de besoin de sorte que le marché pour les immigrants illégaux soit finalement asséché. [20 :42]	0	1.0	0.0	3	0
You have to help people in those countries, you say. In Iraq, for example, there have been people who have fled the country, there has been a war, there has been Saddam Hussein. [They] have fled, fled and then the United States said they were going to help now and it was one of the richest countries and now it has become one of the poorest. Why, please? Why?	de	[37:19] Sie müssen den Leuten helfen in diesen Ländern, sagen Sie. Im Irak zum Beispiel, hat es Leute gegeben, die aus dem Land geflüchtet sind, es hat einen Krieg gegeben, es hat Saddam Hussein gegeben. [Sie] sind geflohen, geflüchtet und dann sagten die Vereinigten Staaten, die wollten jetzt helfen und es war eines der reichsten Länder und jetzt ist es zu einem der ärmsten geworden. Warum bitte? Warum? [37:52]	2	0.0	1.0	1	0
In reaction, I think that the problem is indeed illegal immigration but in the sense that, in my opinion, we must strongly sanction the employers who exploit these people who come knowing that if they do not employ people illegally, they would employ them legally. And at that moment, these people would contribute like everyone else, they could benefit from social security, they could have a home and not go to live in our villas and effectively, at that moment, we would no longer pay attention to the names on the mailboxes, because there would really be integration. So finally, in my opinion, we must act very strongly on all these people who take advantage of this poverty and these illegal immigrants. [1 :	fr	[1 :01 :09] En réaction, je pense que le problème c’est effectivement l’immigration illégale mais dans le sens où, à mon avis, il faut quand-même sanctionner très fortement les employeurs qui exploitent ces gens qui viennent en sachant que s’ils n’emploient pas des gens illégalement, ils les emploieraient légalement. Et à ce moment là, ces gens là cotiseraient comme tout le monde, ils peuvent bénéficier de la sécurité sociale, ils pourraient avoir un logement et ne pas aller loger dans nos villas et effectivement, en ce moment là, on ne ferait plus attention aux noms sur les boites aux lettres, parce qu’il y aurait vraiment de l’intégration. Donc enfin, à mon avis il faut très fortement agir sur tous ces gens qui profitent de cette pauvreté et de ces clandestins. [1 :01 :50]	2	1.0	0.0	2	0
Yes, if the immigrant worker is working well, if there are no problems regarding the law, then surely he is not in conflict with the law, then why can't he become legal? Why is there still problems then?	de	[45:08] Ja, wenn der eingewanderte Arbeiter gut arbeitet, wenn es keine Probleme gibt hinsichtlich des Gesetzes, dann ist er doch nicht in Konflikt mit dem Gesetz, warum kann er denn dann nicht legal werden? Warum gibt es da immer noch Probleme dann? [45:28]	3	1.0	0.0	2	0
I work in an organization for these people so as a volunteer and I have experienced that when these immigrants have found a suitable job they are more satisfied than when they have no job. And so what the European Union would like, that is to say this economic solution, is also a factor of satisfaction for these new European citizens. Thank you.	fr	[15:08] Je travaille dans une organisation pour ces personnes-là donc comme volontaire et j’ai fait l’expérience que quand ces immigrés ont trouvé un poste de travail adéquat ils sont plus satisfait que quand ils n’ont pas de travail. Et donc ce que l’Union Européenne voudrait, c'est-à-dire cette solution économique, c’est aussi un facteur de satisfaction pour ces nouveaux citoyens européens. Merci. [15:42]	2	1.0	1.0	2	0
I will refer to the idea of equalizing the level of the economies of the countries outside the EU. Of course, the idea is very good. However, I think that the European community is not yet ready for this. Considering the financial terms, the community is gradually joined by countries, where an enormous difference of economic levels exists in comparison to the old members of EU. That is why, I think, that one should consider newly accepted countries, like for example Hungary or Romania, and I am not mentioning Poland, right? Thank you.	pl	[06:53] I will refer to the idea of equalizing the level of the economies of the countries outside the EU. Of course, the idea is very good. However, I think that the European community is not yet ready for this. Considering the financial terms, the community is gradually joined by countries, where an enormous difference of economic levels exists in comparison to the old members of EU. That is why, I think, that one should consider newly accepted countries, like for example Hungary or Romania, and I am not mentioning Poland, right? Thank you.[07:41]	3	1.0	0.0	2	1
Yes, I would cite two examples in France that come to mind: the Atlantic shipyard in Nantes, which was in the news. Two years ago, for illegal workers, who were employed illegally and housed in appalling conditions. So it's true that the product that is manufactured is luxury cruise ships. These are companies that make this [...] worse. So it's true that it raises the question of this type of practice. And then the other example I wanted to cite was in relation to Disney, which led a very important battle when they settled on Mane à Vallé. They wanted the employees who were employed in a Disney zone to be governed by American law and not by French law, which is very protective. So it's true that on the one hand there are the states, on the other hand there is the labor law that each state applies and then there is also the logic of the companies that by their economic power and then the jobs that propose or in any case that put in scales in the conditions of establishment on a given territory. There is a real balance of power today between the states, their international super-companies and the power of the workers, how they defend themselves, whether they are migrants or not. And it is true that it goes beyond this dimension of illegal work. Who is the one who does not respect the law? Is it the company today or is it the migrant?	fr	[06 :47] Oui je citerais deux exemples en France qui me reviennent à l’esprit c’est les chantier de l’Atlantique à Nantes qui ont défrayer la chronique. Il y a deux ans pour des populations des travailleurs illégaux, qui était employé effectivement en toute illégalité qui étaient logés dans des conditions épouvantables. Donc c'est vrai qu’alors, bon, le produit qui est fabriqué, ce sont des bateaux croisières, de luxe. Ce sont des entreprises qui empirent ce […]. Donc c'est vrai ça pose quand même la question de ce type de pratique. Et puis l’autre exemple que je voulais citer, c’était par rapport à Disney qui a mené un bras de fer très important quand ils se sont installés sur Mane à Vallé. Qui voulait finalement que les salaries qui étaient employé dans une zone de Disney soit régit par le droit Américain et non par le droit français qui est très protecteur. Donc c'est vrai qu’il y a d’une part les états, il y a d’une part le droit de travail que chaque état applique et puis il y a aussi la logique des entreprises qui par leur pouvoir économique et puis les emplois qui proposent ou en tous cas qui mettent en balances dans les conditions de d’implantation sur un territoire donné. Y a un vrai rapport des forces aujourd’hui entre les états, ses super-compagnies internationales et puis le pouvoir du salarie, comment ils se défendent, qui soit migrants, pas migrants. Et c'est vrai que ça dépasse aussi cette dimension simplement du travail illégal y aille. Qui est celui qui ne respecte pas la loi ? est-ce que c’est l’entreprise aujourd’hui ou est-ce que c'est le migrant ? c'est un peu la question je vous ai posé. [8 :49]	0	1.0	1.0	1	0
