cleaned_comment	orig_lang	speech	storytelling
I believe that selective immigration is needed, as there are some countries where certain professions are necessary. I know for example, that Polish IT people are appreciated a lot and they are paid better in the wealthier countries of the old EU, as well as other professions. I would be in favour of selective immigration. Thank you.	pl	[06:47] I believe that selective immigration is needed, as there are some countries where certain professions are necessary. I know for example, that Polish IT people are appreciated a lot and they are paid better in the wealthier countries of the old EU, as well as other professions. I would be in favour of selective immigration. Thank you.  [07:16]	1.0
Yeah, I'm not for selective immigration now, that they say you can come. Many who know, who are skilled, how to manage to immigrate to a country and others just not. We have countries where certain skilled workers are needed. For example, in Spain there is a lack of doctors. For example, you go to an outpatient clinic in Spain and you have to wait almost three days for a consultation with a pediatrician because we have a shortage of doctors. And then you ask the question, yes, doesn't anyone study medicine in our country? Yes, but the young Spanish doctors work in England, in Portugal, abroad, because they earn twice as much there. The income of doctors in Spain is very very low. You simply earn much more in England or in many other European countries in medicine. That's one thing. And then: I'm also not for letting everybody in and saying everything is fine, no. There are just places that are no longer receptive, yes? Of course, when you go to a country, you have to abide by the norms and values that apply there, you have to behave properly. And you are not there to destroy everything, to break everything. My parents, for example, worked in Germany, I was born in Germany, in Frankfurt, and my parents worked there, five or six years I think, they worked in Germany. But my parents, when they went to Germany then they had already found a job, yes? From Spain, they had already tried to find work. And then they came to their factory; they already had an apartment there, and then they worked there for six years in order to earn money, to buy furniture, furnishings, televisions, even an apartment, and then they went back to Spain and that's where I grew up. So the Spaniards who worked in Germany went there to work. The problem is, in Spain; I'm not against immigration at all, but there are very very many people who come to Spain who say we want to work there, but it's not true. They come there to steal, right? At least in Madrid. In Madrid it's like that, many hate or are afraid of Romanians. People buy an apartment, and when you buy an apartment, and then an Ecuadorian, for example, Moroccan, or other people from Latin America move there in the building. So, as I said, people then immediately try to sell their apartment again. That would also be stupid, everyone says, you have to move out of there as quickly as possible, sell your apartment, because it simply loses value quickly. So a gentleman, who is now also in the government, issues almost all work and residence permits, and now many say of course, come now quickly to Spain, because at some point they will close the borders again. And those who then become unemployed - is it so yes then they should go back to their country as soon as they become unemployed, then they can draw unemployment benefits there. But that's not the case. They go back to their country, receive unemployment benefits there and then they come back. They don't stay in their home country then.	de	[38:15] Ja, ich bin jetzt nicht für eine selektive Einwanderung, dass man sagt, du darfst kommen. Viele, die wissen, die geschickt sind, wie man es hinbekommt, in ein Land einzuwandern und andere eben nicht. Wir haben ja Länder wo bestimmte Fachkräfte gebraucht werden. Zum Beispiel fehlt es in Spanien an Ärzten. Also zum Beispiel, man geht in eine Poliklinik in Spanien und man muss fast drei Tage warten auf ein Gespräch mit einem Kinderarzt, weil wir eben Ärztemangel haben. Und dann stellt man die Frage, ja studiert bei uns keiner Medizin bei uns? Ja doch, aber die jungen spanischen Ärzte, die arbeiten in England, in Portugal, im Ausland, weil sie dort das Doppelte verdienen. Die Einkommen der Ärzte in Spanien sind sehr sehr niedrig. Man verdient einfach viel mehr in England oder in vielen anderen europäischen Ländern in der Medizin. Das ist mal eine Sache. Und dann: ich bin auch nicht dafür, dass wir alle rein lassen und sagen alles ist in Ordnung, nein. Es gibt eben Orte, die nicht mehr aufnahmefähig sind, ja? Wenn man natürlich in ein Land geht, dann muss man sich an die dort geltenden Normen und Werte auch halten, sich richtig verhalten. Und man ist nicht da um alles zu vernichten, kaputt zu machen. Meine Eltern haben zum Beispiel in Deutschland gearbeitet, ich bin in Deutschland geboren, in Frankfurt, und meine Eltern haben dort gearbeitet, fünf oder sechs Jahre glaub ich, haben sie in Deutschland gearbeitet. Aber meine Eltern, als sie nach Deutschland gingen damals hatten sie schon eine Arbeit gefunden, ja? Von Spanien aus hatten sie sich schon um Arbeit bemüht. Und dann kamen sie in ihre Fabrik; sie hatten auch schon eine Wohnung dort, haben dann sechs Jahre dort gearbeitet, um eben auch Geld zu verdienen, um eben Möbel, Einrichtungsgegenstände, Fernseher zu kaufen, sogar eine Wohnung, und dann sind sie nach Spanien zurückgegangen und da bin ich dann weiter aufgewachsen. Also die Spanier, die in Deutschland gearbeitet haben, sind dort hingegangen, um dort zu arbeiten. Das Problem ist, in Spanien; ich bin auch gar nicht gegen Einwanderung, aber es gibt sehr sehr viele Menschen, die nach Spanien kommen, die sagen, wir wollen dort arbeiten, aber es stimmt nicht. Die kommen dorthin, um zu stehlen, ja? Zumindest in Madrid. In Madrid ist es so, viele hassen oder haben Angst vor Rumänen. Die Leute kaufen sich ne Wohnung und wenn man eine Wohnung kauft, und dann ziehen dort in das Gebäude ein Ecuadorianer, zum Beispiel, Marokkaner, oder andere Menschen aus Lateinamerika. Also, wie gesagt, die Leute versuchen dann sofort, ihre Wohnung wieder zu verkaufen. Das wäre auch dumm, sagen alle, du musst da möglichst schnell wieder ausziehen, deine Wohnung verkaufen, weil sie einfach schnell an Wert verliert. Also ein Herr, der jetzt auch in der Regierung ist, stellt fast allen Arbeits- und Aufenthaltsgenehmigungen aus, und jetzt viele sagen natürlich, kommt jetzt schnell nach Spanien, weil irgendwann werden sie die Grenzen wieder zumachen. Und die, die dann arbeitslos werden - ist es so ja dann sollen sie sobald sie arbeitslos werden, zurück in ihr Land gehen, dann können sie dort Arbeitslosengeld beziehen. Aber das ist nicht so. Sie gehen zurück in ihr Land, beziehen dort Arbeitslosengeld und dann kommen sie wieder zurück. Die bleiben dann nicht in ihrem Heimatland. [42:37]	1.0
Yes I completely agree with what this gentleman just said because I think we have created ghettos, we have - at the moment - people who live very very badly, immigrants who live very very badly, who are already unemployed, who have enormous problems of integration and I think we should already make an effort to integrate these people who are well in our countries and then we see what we can do to bring in others, we must already take care of the people who are on our territory and who are living very badly and who are unemployed, who are poorly cared for, who have problems with their children, school problems, problems with papers and I think that we must already arrive once we have properly resolved these problems and that we will have sooner than bring people in and make them unhappy - I think that it is perhaps worse than doing something more moderate.	fr	[18:00] Oui je suis complètement d’accord avec ce que vient dire ce monsieur parce que je pense qu’on a créé des ghettos, on a – à l’heure actuelle – des gens qui vivent très très mal, des immigrés qui vivent très très mal, qui sont déjà des chômeurs, qui ont d’énormes problèmes d’intégration et je pense qu’il faudrait déjà faire un effort pour intégrer ces gens qui soient bien dans nos pays et puis après on voit ce qu’on peut faire pour en faire venir d’autres, il faut déjà s’occuper en priorité des gens qui sont sur notre territoire et qui vivent très mal et qui sont au chômage, qui sont mal soignés, qui ont des problèmes avec leurs enfants, des problèmes scolaires, des problèmes des papiers et je pense qu’il faut déjà arriver une fois qu’on aura réglé correctement ces problèmes et qu’on aura plus-tôt que faire venir des gens et les rendre malheureux - je pense que c’est peut-être pire que de faire quelque chose de plus modulé. [18:53]	1.0
I think this is a problem that is related to races. For example, there are immigrants who have problems with Poles, but the only problem - in Poland, for example - we have only with Africans, with black-skinned people, we don't have other problems with immigrants.	de	[42:08] Das ist meines Erachtens ein Problem, das mit den Rassen zusammenhängt. Es gibt zum Beispiel Einwanderer, die Probleme mit Polen haben, aber das einzige Problem – in Polen zum Beispiel – haben wir nur mit Afrikanern, mit Schwarzhäutigen, andere Probleme haben wir nicht mit Einwanderern. [42:37]	1.0
Regarding this topic: The European Union, what does it do, what does it say; page 14 of the German version: border control, illegal immigration and there they say themselves that the states are responsible themselves, as our host said, and the European Union has only a partial competence and only the right to make proposals - but it is left to the states. And the last paragraph: How to distribute the burdens if the European Union intervenes. I find this whole discussion very difficult. There is probably no absolute truth or perfect solution, but if you think about Germany after the accession of Poland and the Czech Republic, car theft and crime in the federal state of Saxony has risen sharply. And this is partly due to the fact that the other countries are always a little bit poorer, even in the center? of the European Union, that's one reason and on the other hand; the border between Poland and Ukraine is more or less permeable. So there are a lot of things that are not well managed. Poland is not very interested in preventing these people from crossing the border, the Ukrainians for example, they just cross the country anyway. So, these are a lot of questions that we could ask the experts.	fr	[42 :04] En ce qui concerne ce sujet : L’Union Européenne, qu’est-ce qu’elle fait, qu’est ce qu’elle dit ; page 14 de la version allemande : contrôle de frontière, immigration illégale et là ils disent eux-mêmes que les états sont responsables eux-mêmes, tel que l’a dit notre animateur,  et l’Union Européenne n’a qu’une compétence partielle et que le droit de faire des propositions – mais on laisse cela aux états. Et dernier paragraphe : Comment répartir les charges s’il y avait intervention de l’Union Européenne. Je trouve que toute cette discussion  est très difficile. Probablement, il n’y a pas de vérité absolue ou de solution parfaite mais quand on pense à l’Allemagne après l’adhésion de la Pologne et de la Tchéquie, les vols de voitures et la criminalité dans le pays fédéré de Sachsen à fortement augmenter. Et c’est partiellement dû au fait que les autres pays sont  toujours un peu plus pauvres, même au centre[ ?] de l’Union Européenne, ça c’est une raison et d’autre part; la frontière entre la Pologne et l’Ukraine est plus ou moins perméable. Donc, il y a tout une série de choses qui ne sont pas bien gérer. La Pologne ne s’intéresse pas beaucoup à empêcher ces personnes de traverser la frontière, les Ukrainiens par exemple, de toute façon ils ne font que traverser le pays. Donc, ça sont beaucoup des questions qu’on pourrait poser aux experts. [43 :32]	1.0
I think Hartmut's proposal about the differential treatment of people is very important. For example in Germany we have the following problem: Sometimes children who go to school are recognized as children of illegals. So this raises the question, do teachers have the obligation to report this fact? To send the police to them? So it's really a dilemma, first of all, as far as the children are concerned, I think that they really need to be given special protection, differentiated treatment. That means that you really have to look at case by case, that you have to have some kind of control mechanism and that every individual has the right to appear in court, to assert their rights.	fr	[26:30] Je pense que la proposition de Hartmut concernant le traitement différencie des personnes est très importante. Par exemple en Allemagne nous avons le problème suivant : Parfois les enfants qui vont à l’école sont reconnus comme des enfants d’illégaux. Alors ça pose la question est-ce-que les professeurs, est-ce-que les enseignants ont l’obligation de dénoncer ce fait ? De leurs envoyer la police ? Donc c’est vraiment un dilemme, tout d’abord en ce qui concerne les enfants je pense qu’ils doivent vraiment se bénéficier d’une protection tout-à-fait spéciale, un traitement différencié. Cela veut dire qu’il faut vraiment regarder cas pour cas, qu’il faut avoir un certain mécanisme de contrôle et que chaque individu a le droit de comparaitre devant la justice, de faire valoir ses droits. [27:22]	1.0
I have separated friends who are looking for daycare for their children and they are not given the daycare. So, for immigrants, then from one of the aids for schools, to find places in day care, for apartments, housing, and so finally, there is no more right, there is no more equity. I don't know what you think, but this is really incredible. On top of that, well, there are people who come to Spain, well, there are murderers, thieves... These people come in space and that makes me (...). So a (...) or a (...), it's quite normal.	fr	[10:53] J’ai des amies séparées qui cherchent des garderies pour leurs enfants et on leur donne pas les crèches. Alors, pour les immigrés, alors d’un des aides pour les écoles, pour trouver les places dans les garderies, pour les appartements, les logements, et donc finalement, il n’y a plus de droit, il n’y a plus d’équité. Je ne sais pas que vous en pensez vous mais voilà, c’est vraiment incroyable. Par-dessus le marché, bon il y a des gens qui viennent en Espagne, bon, il y a des assassins, des voleurs… Ces gens viennent en espace et ça me (…). Alors une (…) ou une (…), c’est tout à fait normal. [11 :38]	1.0
As it comes to economic immigration, it concerns the labour rights, so we cannot let them not being adhered. That is why such illegal practices should be fought against. Those who are willing to be paid less than a given countries average wage, but higher than in their countries..hmm.. Maybe they are the victims of some kind of long procedure. I do not think that there is any benefit, neither for them nor for countries. In Belgium, and also in my town, there were employers on whom penalties were imposed for employing illegal immigrants. So something like this takes already place, and the penalties are imposed.	pl	[36:19] As it comes to economic immigration, it concerns the labour rights, so we cannot let them not being adhered. That is why such illegal practices should be fought against. Those who are willing to be paid less than a given countries average wage, but higher than in their countries..hmm.. Maybe they are the victims of some kind of long procedure. I do not think that there is any benefit, neither for them nor for countries. In Belgium, and also in my town, there were employers on whom penalties were imposed for employing illegal immigrants. So something like this takes already place, and the penalties are imposed.   [37:23]	1.0
So, to talk about this important point, it's not culture, it's not religion, let's talk about the economy. What makes our country, and I'm talking about the lessons of France, is that they have a history of welcoming immigrants that is much older, much longer. We have only two percent of immigrants in our country and after ten percent (...) 15. In France, I don't know exactly. That's what I was talking about at the beginning, about the lessons we could learn from the French example. Regarding the question posed by the moderator, we are here at the heart of the problem. The feeling that many Spaniards share is that they have asked for a lot of immigrants, they have allowed [shared?] their territory with many immigrants with all those who wanted. And the problem now is that the immigrants have continued to arrive on the territory, while there is no more work. While for a period of time, finally, there is no problem, and therefore, it is normal obviously that there are groups of people who adapt better than others. When they come to work, there is no problem. And then, as it was said after the Second World War, the reception of the French of many immigrants for the reconstruction after the horrors of the war, so the problem is well that one. And the Togolese doctors arrive in France now, or in Belgium, I don't know, and now they can't find work. While we, in Spain, are looking for doctors who speak Spanish, obviously, so it is rather South Americans because simply in our country we must have doctors. So the problem is exclusively economic in the end. So maybe there should be a debate, maybe not now, but a debate of migration legislation on the basis of a distribution of wealth that finally exists at this time.	fr	[01:30] Alors, de parler de ce point important, ce n’est pas la culture, ce n’est pas la religion, parlons de l’économie. Ce qui fait notre pays, et je parle tout alors de les leçons de la France, c’est parce qu’ils ont une histoire d’accueil d’immigrées qui est beaucoup plus ancienne, beaucoup plus long. Nous n’avons que deux pourcent d’immigrés chez nous et après dix pourcent (...) 15. En France, je ne sais pas exactement. C’est de ça que j’ai parlé au départ concernant les leçons qu’on pourrait tirer de l’exemple français. Au sujet de la question posée par la modératrice, nous sommes ici au cœur du problème. Le sentiment que partagent beaucoup d’espagnols, c’est qu’on a beaucoup demandé les immigrés, on a beaucoup autorisé[partager?] son territoire avec beaucoup de l’immigrés avec tous ceux qu’ils le souhaitaient. Et le problème maintenant c’est que les immigrés ont continué à arriver sur le territoire, alors qu’il n’y a plus de travail. Alors que pendant une période, finalement, il n’y a aucun problème, et donc, il est normal évidemment qu’il y a des groupes de personnes qui s’adaptent mieux que d’autres. Quand ils viennent à travailler, il y a aucun problème. Et puis, comme ça a été dit après la deuxième guerre mondiale, l’accueil des français de beaucoup d’immigrés pour la reconstruction après les horreurs de la guerre, donc le problème c’est bien celui là. Et les médecins togolais arrivent en France maintenant, ou en Belgique, je ne sais plus, et par maintenant, ne trouvent plus de travail. Alors que nous, en Espagne, nous cherchons des médecins qui parlent plutôt l’espagnol évidemment, donc c’est  plutôt des sud-américain parce que simplement dans notre pays on doit avoir des médecins. Donc le problème et celui là, il est exclusivement économique finalement. Donc peut-être faudrait-il un débat, peut-être pas maintenant, mais un débat de législation de migration sur la base d’une répartition finalement de richesse qui existe en ce moment. [04 :16]	1.0
It's not... I think it's not one or more member states can find a solution there. Turkey, for example, wants to be in the European Union. If it succeeds, then we have to tell the Turks, they have to take measures. So there must be agreements, for example, to send the immigrants back. Greece alone cannot cope with this. All European countries, all countries of the European Union, must play their part. The European Union must protect the European borders. We are talking about hundreds of kilometers of coastline. For example, we have islands with 80 inhabitants and there are more than 500 illegal immigrants living there. It is up to the European Union to take the necessary measures and countries like Turkey, Morocco, Tunisia and so on. If these people don't respect their agreements, then you just have to take sanctions. The whole Mediterranean area is affected by this.	de	[08:05] Es ist nicht… ich glaube, es kann nicht ein oder mehrere Mitgliedsstaaten da eine Lösung finden. Die Türkei zum Beispiel, möchte in die europäische Union. Wenn es ihr gelingt, dann müssen wir den Türken sagen, sie müssen Massnahmen ergreifen. Es muss also Übereinkommen geben, zum Beispiel, dass man die Immigranten wieder zurück schickt. Griechenland allein kann nicht damit fertig werden. Es müssen alle europäischen, alle Länder der europäischen Union mitspielen dabei. Die europäische Union muss die europäischen Grenzen schützen. Man spricht von hunderten Kilometern Küste. Wir haben zum Beispiel Inseln mit 80 Einwohnern und dort wohnen mehr als 500 illegale Einwanderer. Es ist an der europäischen Union, die notwendigen Massnahmen zu ergreifen und Länder wie die Türkei, Marokko, Tunesien und so weiter. Wenn diese Leute ihre Abkommen nicht respektieren, dann muss man eben Sanktionen ergreifen. Das ganze Mittelmeergebiet ist hier davon betroffen. [9:46]	1.0
I will answer very quickly. I saw this report, I see what you [PED] are talking about and I add the following: the answer was given by the body. It is that Spain pays these immigrants a return ticket to Morocco and to other African countries. And yes. This is perhaps in anticipation of what I was saying earlier. It is a measure, given the lack of an immigration strategy that is involved by the Spanish state. The Spanish state has a problem especially with Spanish immigration. Sub-Saharan and Moroccan. I know that there are people who have been interviewed, Moroccans or sub-Saharans who said that they have not had a job for a year. And so now Spain is paying for return tickets. And when I talk about Africa, I am also talking about immigrants from South America. That's an advantage to be able to watch all these reports. An advantage of being unemployed. Why I'm unemployed, so I have time to watch all this. [1 :	fr	[1 :46 :08] Je réponds très rapidement. J’ai vu ce reportage, je vois de quoi tu[PED] parles et je rajoute le suivant : la réponse a été donnée par l’instance. C’est que l’Espagne paye à ces immigrées un billet de retour vers le Maroc et vers les autres pays africains. Et oui. C’est peut-être anticipé de ce que je disais tout à l’heure. C’est une mesure, vue le manque d’une stratégie d’immigration qui est impliqué par l’état espagnol. L’état espagnol qui a un problème surtout avec l’immigration espagnole. Sub-saharienne et marocaine. Je sais qu’il y a des gens qui ont étés interviewés, des marocains ou des sub-sahariens qui disaient qu’ils n’avaient pas de boulot depuis un an. Et donc maintenant l’Espagne paye des billets de retour. Et quand je parle d’Afrique, je parle aussi des immigrées de l’Amérique de Sud. Ça c’est un avantage pour pouvoir regarder tous ces reportages. Un avantage d’être au chômage. Pourquoi moi, je suis au chômage, donc j’ai le temps pour regarder tout ça. [1 :47 :15]	1.0
In Belgium, we have illegal immigrants from time to time, who live there 6 or 7 years and have children, and then they have to leave our country. When I think about it, it is outrageous.	pl	[04:05] In Belgium, we have illegal immigrants from time to time, who live there 6 or 7 years and have children, and then they have to leave our country. When I think about it, it is outrageous. [04:21]	1.0
We talked about Iran and other countries, well, the systems, the political systems were different, the systems no longer exist thanks to the support of the EU and the US. One example, of course, is the Taliban. Religious fundamentalism, it was not bad for us at that time, for the Western countries it was something very useful, because we could manipulate other peoples, like the Russians, the former Soviet Union, so that's what I wanted to say.	de	[35:51] Wir haben gesprochen über Iran und andere Länder, nun, die Systeme, die politischen Systeme waren unterschiedlich, die Systeme bestehen nicht mehr dank der Unterstützung der EU und der USA. Ein Beispiel sind natürlich die Taliban. Religiöser Fundamentalismus, das war damals nicht schlecht für uns, für die westlichen Länder war es etwas sehr nützliches, denn wir konnten andere Völker manipulieren, wie zum Beispiel die Russen, die ehemalige Sowjetunion, also das wollte ich sagen. [36:30]	1.0
What bothers me, so unfortunately with us in Germany the EU seems too small, too little information about these organizations, because if I think now again of the election with estimated 30, 40 percent participation, then that's a pity and actually harms what is done here.	de	[11:56] Was mich stört, also leider kommt bei uns in Deutschland die EU zu klein vor, zu wenig Informationen über diese Organisationen, denn wenn ich jetzt wieder an die Wahl denke mit geschätzen 30, 40 Prozent Teilnahme, dann ist das sehr schade und schadet eigentlich dem, was hier getan wird. [12:20]	1.0
I have one more suggestion, I come from Poland and I have noticed that in my country a greater development has been achieved, by investments of foreign investors, like for example near Wroclaw, a factory of LCD monitors had been opened. And I believe that this is a right direction to support the economies of other countries, to open there factories because it is obvious that in poorer countries the labour force is cheaper, right? Those countries produce goods with lower costs. And maybe some of you may have any other ideas to support the economies, and not only by opening factories in those countries? Thank you.	pl	[05:47] I have one more suggestion, I come from Poland and I have noticed that in my country a greater development has been achieved, by investments of foreign investors, like for example near Wroclaw, a factory of LCD monitors had been opened. And I believe that this is a right direction to support the economies of other countries, to open there factories because it is obvious that in poorer countries the labour force is cheaper, right? Those countries produce goods with lower costs. And maybe some of you may have any other ideas to support the economies, and not only by opening factories in those countries? Thank you.   [06:47]	1.0
In relation to this Focus[GE] article, I would like to rectify something, that is the Berlin thing. This Berlin affair is well known because there are certainly small ghettos formed there, here and there, due to the fact that there are many different nationality groups there. That is mixed up ? For me, personally, it is not an example of successful immigration. We have to do this in the knowledge that the immigrants who come to us have to try to learn the culture, the general opinions in this new country. If we want to build a small Turkey in Berlin, we will always have problems. And by preventing illegal immigration, I think that could already alleviate the problem.	fr	[35 :16] Par rapport à cet article de Focus[GE], je voudrais rectifier quelque chose, c’est la chose de Berlin. Cette affaire de Berlin est bien connue parce qu’il y a là certainement formations des petits ghettos, par-ci-par-là, du fait qu’il y a là énormément de différentes groupes de nationalité. Ça, on mélange[ ?]. Pour moi, personnellement, ce n’est pas un exemple de réussite d’immigration. Il faut agir là en sachant, en toute fois, au préalable, que les immigrés qui viennent chez nous doivent quand même essayer dans ce nouveau pays d’en apprendre la culture, les opinions générales. À Berlin, qu’on voudrait construire quand-même une petite Turquie là, on aura toujours des problèmes à ce moment là. Et en empêchant donc l’immigration clandestine, je crois que ça pourrait déjà amoindrir le problème. [36 :26]	1.0
It's true that France has taken in a lot of people. This is also due to the fact that France has always had many colonies, and these people have always liked to visit their motherland, their homeland. So in Germany we didn't have this phenomenon, we had only a few small colonies that we already lost in the last century. So after the Second World War, which we lost - you all know, Germany was really about, Germany suffered, so I don't want to put us on a stall, not even talking about all the money we had to pay to foreign countries, but finally right away, Germany recovered already in the flashy years, We were able to live a first economic boom and we welcomed the first immigrants, it was mainly Italians in a first phase, then Spaniards, Portuguese, then Austrians, there were less certainly therefore from the flashy years, sixty in any case and they were welcome besides. Then, for a while, fewer people came, and then the Turks arrived en masse, but it was the Anatolian plateau that was recreated in Germany, and at that time, of course, the first Beurs, the first Hungarians, were born, and at that time we really had to begin to create this balance in society - we could compare it with the wave of Algerians who arrived in France, but well - we mustn't deviate too much from the subject, So we have to discuss among ourselves how we can welcome people in our country or how we can really ensure the existence of these people who arrive in our country in the short and medium term, or even until 2030, and then we have to distinguish once again between the legal and the illegal, as was said at the beginning. I would even go one step further and say that all those who want to come from Africa, for example, to our country now - for example Lampedusa, the Italian island which is almost overpopulated by Africans - how can we address these people? How can we tell them: we want to welcome you but not like this? These are not the right conditions. Now we don't have the possibilities.	fr	[24:39] Il est vrai que la France a accueilli énormément de personnes. Cela est également dû au faite que la France a toujours eu beaucoup de colonies, et ces gens-là ont toujours aimé visiter leur terre mère, leur patrie. Donc en Allemagne on n’a pas connu ce phénomène, on a eu que quelques petites colonies qu’on a déjà perdues au depuis du siècle. Donc après le deuxième guerre mondiale que nous avons perdus – vous le savez tous, l’Allemagne était vraiment about, l’Allemagne a souffert, donc je ne voudrais pas nous mettre sur un pied des stalles, même pas parler de tout l’argent que nous avons dû payer aux pays étrangers mais finalement tout de suite, l’Allemagne s’est récupéré déjà dans les années clinquantes, on a pu vivre un premier boom économique et on a accueilli les premiers immigrants, c’étaient surtout les Italiens dans une première phase, après des Espagnoles, des Portugais, ensuite les Autrichiens, on y avait moins certes donc à partir des années clinquantes, soixantes en tout cas et ils étaient les bienvenues d’ailleurs. Puis pendant tout un temps il y a eu moins qui sont venus et après ce sont les Turques qui sont arrivées de manière massive mais donc c’est le plateau de l’Anatolie en fait qui s’ait recrée en Allemagne et à ce moment-là, évidemment, ce sont les premiers Beurs, les premiers Hongrois qui sont né et à ce moment-là on a vraiment du commencer à créer cette équilibre dans la société à la limite – on la pourrait comparer avec la vague des Algériens qui sont arrivés en France mais bon – il ne faut non plus se dévier trop du sujet, donc il s’agit de discuter entre nous, comment pouvons-nous accueillir les gens chez nous ou comment pouvons-nous à court et à moyen terme ou même jusqu’au 2030 vraiment assurer l’existence de ces gens-là qui arrivent chez nous et puis il faut, une fois de plus, faire la distinction entre les légaux et les illégaux, comme cela était dit au début. Donc là également il faudrait voir quelles sont les solutions possibles afin que les gens ne soient pas justement des illégaux et j’irais même un pas plus loin en disant que tous ceux qui veulent venir par exemple de l’Afrique – chez nous maintenant – par exemple Lampedusa, l’île italienne qui est presque surpeuplé par les Africains – comment pouvons-nous nous adresser à ces gens-là ? Comment est-ce que nous pouvons leurs dire : nous voulons bien vous accueillir mais pas comme ça ? Ce ne sont pas les bonnes conditions. Là nous n’avons plus les possibilités. [27:55]	1.0
"Because of the people at the grassroots level, I would like to note that in Germany, for example, the ""Bild"" newspaper - I have nothing against the ""Bild"" newspaper personally - but I think it contributes a lot to the fact that perhaps a xenophobic image is created. For us Austrians, it's the Kronenzeitung that does that. But I think that these newspapers contribute significantly to the fact that it is difficult for foreigners to integrate, precisely because then resentment is quickly built up, which, if you read it every day, does not go away."	de	[1:05:33] Wegen der Menschen von der Basis möchte ich anmerken, dass zum Beispiel in Deutschland die „Bild“-Zeitung – ich habe jetzt nichts gegen die Bildzeitung persönlich – aber ich denke, die trägt doch sehr viel dazu bei, dass vielleicht ein ausländerfeindliches Bild entsteht. Das ist bei uns Österreichern die Kronenzeitung, die das macht. Aber ich glaub, dass diese Zeitungen massgeblich da beitragen, dass es schwierig ist, für Ausländer sich zu integrieren, eben weil dann schnell Ressentiments aufgebaut werden, die, wenn man sie jeden Tag liest, nicht wieder weg gehen. [1:06:11]	1.0
Yes, I would cite two examples in France that come to mind: the Atlantic shipyard in Nantes, which was in the news. Two years ago, for illegal workers, who were employed illegally and housed in appalling conditions. So it's true that the product that is manufactured is luxury cruise ships. These are companies that make this [...] worse. So it's true that it raises the question of this type of practice. And then the other example I wanted to cite was in relation to Disney, which led a very important battle when they settled on Mane à Vallé. They wanted the employees who were employed in a Disney zone to be governed by American law and not by French law, which is very protective. So it's true that on the one hand there are the states, on the other hand there is the labor law that each state applies and then there is also the logic of the companies that by their economic power and then the jobs that propose or in any case that put in scales in the conditions of establishment on a given territory. There is a real balance of power today between the states, their international super-companies and the power of the workers, how they defend themselves, whether they are migrants or not. And it is true that it goes beyond this dimension of illegal work. Who is the one who does not respect the law? Is it the company today or is it the migrant?	fr	[06 :47] Oui je citerais deux exemples en France qui me reviennent à l’esprit c’est les chantier de l’Atlantique à Nantes qui ont défrayer la chronique. Il y a deux ans pour des populations des travailleurs illégaux, qui était employé effectivement en toute illégalité qui étaient logés dans des conditions épouvantables. Donc c'est vrai qu’alors, bon, le produit qui est fabriqué, ce sont des bateaux croisières, de luxe. Ce sont des entreprises qui empirent ce […]. Donc c'est vrai ça pose quand même la question de ce type de pratique. Et puis l’autre exemple que je voulais citer, c’était par rapport à Disney qui a mené un bras de fer très important quand ils se sont installés sur Mane à Vallé. Qui voulait finalement que les salaries qui étaient employé dans une zone de Disney soit régit par le droit Américain et non par le droit français qui est très protecteur. Donc c'est vrai qu’il y a d’une part les états, il y a d’une part le droit de travail que chaque état applique et puis il y a aussi la logique des entreprises qui par leur pouvoir économique et puis les emplois qui proposent ou en tous cas qui mettent en balances dans les conditions de d’implantation sur un territoire donné. Y a un vrai rapport des forces aujourd’hui entre les états, ses super-compagnies internationales et puis le pouvoir du salarie, comment ils se défendent, qui soit migrants, pas migrants. Et c'est vrai que ça dépasse aussi cette dimension simplement du travail illégal y aille. Qui est celui qui ne respecte pas la loi ? est-ce que c’est l’entreprise aujourd’hui ou est-ce que c'est le migrant ? c'est un peu la question je vous ai posé. [8 :49]	1.0
Yes I would like to be allowed to add something and also I think that in Poland - at the moment - relatively speaking we don't have too many problems, for example also no problems because of me with other religions, because this kind of problems don't exist in our country, so we don't really have any reason to be afraid now.	de	[21:15] Ja ich würde gerne etwas hinzufügen dürfen und auch ich bin der Meinung, dass wir in Polen – im Augenblick – relativ gesehen nicht allzu viele Probleme haben, zum Beispiel auch keine Probleme meinetwegen mit anderen Religionen, denn diese Art Probleme gibt es bei uns nicht, deshalb haben wir eigentlich keinen Grund, jetzt Angst zu haben. [21:42]	1.0
