cleaned_comment	orig_lang	speech	cGood
Yes, I can only confirm that. So, I was a development worker in Africa for three years. And there, when you see the situation, when you can help them on the spot, well it's already much better, because in fact, I think that 0.9 percent of the social product. It should be put at the disposal of the cooperation aid. All the big countries of the Union are far from that. It is about 0.3 - 0.4 percent. Information - yes, where necessary - is a transfer of knowledge, yes, but please do not support the despots of these corrupt regimes.	fr	[23 :19] Oui, je ne peux que confirmer cela. Donc, j’étais en tant que coopérant en Afrique durant 3 ans. Et là, quand on voit la situation, quand on peut les aider sur place, et bien c’est déjà bien mieux, parce que en fait, je crois que 0,9 pourcent du produit social.. Il faudrait le mettre à la disposition de l’aide à la coopération. Tous les grands pays de l’Union sont loin de là. C’est de l’ordre de 0,3 - 0,4 pourcent. L’information – oui, là où c’est nécessaire – est un transfert de connaissance, oui, mais s’il vous plaît, ne soutenez pas les despotes de ces régimes corrompus. [24 :13]	0
So I think we're dealing with two absolutely fundamental problems. The first one is integration and the second one is [...], of course, from the point of view of nationality, because in the long run, immigrants can wait for their nationalization, they can wait to obtain the nationality of the country in which they live. I think that the integration in fact it supposes that the immigrant must already know the language of the country, either learn it on the spot. So, it is I suppose an effort of integration, which is not always done. The state should help or even force, either directly or through associations, the immigrants to learn their language. This does not mean abandoning one's culture, but it means that one really wants to integrate into a new community. I think we can agree on that. And secondly, the point of nationality; on what criteria can we give a nationality to immigrants; this is where we touch the central [point] of the problem, I think.	fr	[10 :53] Donc là, je pense qu’on traite de deux problèmes absolument fondamentaux. Celui de l’intégration d’abords et celui qui ont des […], bien sûr, du point de nationalité puisque à terme, les immigrants peuvent attendre leur nationalisation, ils peuvent attendre d’obtenir la nationalité du pays dans lequel ils habitent. Je pense que l’intégration en effet elle suppose que l’immigrant doit connaitre déjà  la langue du pays, soi  l’apprenne sur place. Donc, c’est je suppose un effort de l’intégration, ce qui ne se fait pas toujours. L’état devrait aider ou même forcer, soi directement ou soi par l’intermédiaire d’association, les immigrés à apprendre leur langue. Ça ne signifie pas d’abandonner sa culture, mais ça signifie qu’on veut vraiment s’intégrer dans une nouvelle communauté. Je pense qu’on peut être d’accord là-dessus. Et deuxièmement, le point de nationalité ; sur quels critères peut-on donner une nationalité à des immigrants ; c’est là où on touche le problème[point] centrale, je pense, du problème. [12 :14]	0
Well, we are talking about immigration - maybe I may give the example of Poland: Today, for example, there is a lot of construction going on in Poland with a view to the Football World Cup in 2012. So football pitches and freeways and much more are being built and the construction workers who come here to Poland for this purpose, i.e. immigrate - I'm sure of that - of course they work black. And the immigrant construction workers, who are brought into the country for very low wages, you can't compare with skilled workers, whom you would - I think, if you would offer them something appropriate, that is not a contract for a few years at a certain wage and that he also lets his family come, if possible, then there is a good chance that he will also stay; and that applies just as much to the Poles, who go abroad to work for this purpose. So it's a question of whether they really want to work and have their family come and stay, or whether it's just temporary, because I wouldn't leave Poland, for example, if I wasn't offered a decent wage; at most, you can take that on temporarily, but otherwise you want to go back home.	de	[13:34] Nun, wir reden von der Einwanderung – vielleicht darf ich dazu das Beispiel Polens anführen: Heute wird zum Beispiel in Polen sehr viel gebaut mit Blick auf die Fussball-Weltmeisterschaft in dem Jahre 2012. Also es werden Fussballplätze und Autobahnen und vieles mehr gebaut und die Bauarbeiter, die dazu herkommen nach Polen, also einwandern – dessen bin ich sicher – die arbeiten natürlich schwarz. Und die eingewanderten Bauarbeiter, die also zu ganz niedrigen Löhnen ins Land geholt werden, das kann man nicht vergleichen mit Facharbeitern, denen man – ich glaube, wenn man denen etwas entsprechendes bieten würde, also nicht einen Vertrag über einige Jahre zu bestimmtem Lohn und dass er möglichst auch die Familie nachkommen lässt, dann bestehen gute Aussicht, dass er auch bleiben wird; und das gilt genauso für die Polen, die zu diesem Zweck ins Ausland gehen um zu arbeiten. Es ist also die Frage, ob sie wirklich arbeiten möchten und die Familie nachkommen und bleiben oder ob das nur vorübergehend gilt, denn ich würde zum Beispiel Polen nicht verlassen, wenn man mir nicht einen angemessenen Lohn anbieten würde; das kann man höchstens vorübergehend mal auf sich nehmen aber ansonsten will man nach Hause zurück gehen. [15:20]	0
One last thing I would like to add. Democracy is based on rights. Someone who comes has rights, but then there are also duties in democracy. We give rights and obligations. The people who come must then also comply with the obligations that come with the rights.	de	[1:06:39] eine letzte Sache, die ich gerne anfügen möchte. Demokratie basiert auf Rechten. Jemand, der kommt, hat Rechte, aber dann gibt es auch Pflichten in der Demokratie. Wir geben Rechte und Pflichten. Die Personen, die kommen, müssen dann auch die Verpflichtungen einhalten, die mit den Rechten einhergehen. [1:07:05]	0
Yes, I would then, that's exactly where I would like to start. And that's why I don't like the example with the tomatoes at all, because it's just not offsettable that we have cheap tomatoes, versus from me crime, so have to spend there. And if we're honest, people who come here and we keep, we have to treat just like the people who are born here. But a community system only works if it is somewhat homogeneous. And if it is only locally homogeneous. This is the problem of our Greek friends with their Turkish neighbors. Because a completely different culture seeps in there and it simply comes to tensions. We also had that in the past. There it was about the Protestants and the Catholics. The differences just get bigger and bigger the further away people come. And there is really no reason not to make sure that the people where they live are also made happy. So that they have no more reason to come here. That has to be possible.	de	[6.59] Ja, ich würd dann, genau da würde ich auch gerne ansetzen. Und deshalb gefällt mir auch das Beispiel mit den Tomaten gar nicht, da einfach nicht aufrechenbar ist, dass wir billige Tomaten haben, gegen von mir aus Kriminalität, also da ausgeben müssen. Und wenn wir ehrlich sind, Leute, die hierherkommen und die wir behalten, müssen wir genau so behandeln wie die Leute, die hier geboren sind. Aber ein Gemeinsystem geht doch nur, wenns einigermassen homogen ist. Und wenns nur lokal homogen ist. Das ist das Problem unserer griechischen Freunde mit ihren türkischen Nachbarn. Da es eine komplett andere Kultur dort einsickert und es einfach zu Spannungen kommt. Wir hatten das auch früher. Da ging es um die evangelischen und die Katholischen. Die Differenzen werden einfach immer grösser, je weiter her die Leute kommen. Und es gibt eigentlich keinen Grund, nicht dafür zu sorgen, dass die Leute, dort wo sie wohnen, auch glücklich gemacht werden. Damit sie keinen Grund mehr haben, herzukommen. Das muss möglich sein. [7:56]	1
I would like to say, Portuguese - I am French. In France, we have received many Portuguese, Spanish and Polish immigrants, but it was not a problem and it is still not a problem. Because they are really European races. But nowadays, the problem, you will see more and more, is the problem of Africans. They arrive in whole boats that are made by mafias in the mothers. They arrive on our coasts and for some time now we have not been able to prevent this problem. The EU has to take tough measures for this. It's terrible.	fr	[16 :18] Je voudrais dire, des portugais - je suis française. On a eu en France, on a accueilli beaucoup des portugais, d’espagnoles, des polonais, mais ce n’était pas un problème et c’est toujours pas un problème. Parce que c’est des races vraiment européennes. Mais maintenant aujourd’hui, le problème, vous allez voir de plus en plus, c’est le problème d’africains. Qui arrivent en bateaux entiers qui sont fait par des mafias dans les mères. Ils arrivent sur nos côtes et depuis quelque temps on ne pourra pas arriver à conjurer ce problème-là. Il faut que l’UE puisse prendre des mesure dures pour ça. C’est terrible. [13 :47]	1
"I think that it's not only among immigrants. That the problem is there. We have the same thing between us, at home. Among the people of the village, well, I can hardly speak of immigrants because there are not even 10 in the whole village. So the problem is almost non-existent in our village. But there is also the problem that people don't want to live together. It has nothing to do with immigration, we don't mix anymore. And I don't know, I think it's actually the same thing that happens here. People [... ...]. Everyone has their own little group, their own life. It's very difficult to start a bigger organization because everybody says: ""I have my little group and that's it"". I don't know, but I can hardly judge the situation of the immigrants because I don't know enough. But the same thing happens with us."	fr	[44 :08] je pense que ce n’est pas seulement chez les immigrés. Que le problème se pose. Nous avons la même chose entre nous, chez nous. Entre les personnes du village, bon, je peux difficilement parler d’immigrés parce que chez nous il y en a même pas 10 dans tout le village. Donc le problème est quasi inexistant chez nous. Mais le problème qu’on ne veut pas se côtoyer, se pose aussi. Ça n’a rien à voir avec l’immigration, on ne se mélange plus. Et je ne sais pas, je pense que c'est en fait le même qui se produit aussi chez nous. Les gens [… …]. Chacun son petit group, chacun sa vie. C'est très difficile, de mettre en route une organisation un peu plus grande parce que tout le monde se dit : « moi, j’ai mon petit group, et voilà ». je mes assis de celui la. Je ne sais pas, mais je peux difficilement juger la situation des immigrés parce que je ne connais pas assez. Mais le même phénomène se produit donc chez nous. [45 :13]	0
The problem is really complicated because there are people who arrive without papers, without anything, we deport them to what country? We don't know where they come from, they don't say, maybe they don't know any language, so that's the problem really very - I don't know what we can do. I think that we should have a policy that allows us to integrate people and still integrate them properly. Even if we send them back to their countries, at least we remain human.	fr	[28:12] Le problème est vraiment compliqué puisque il y a des gens qui arrivent sans papiers, sans rien, on les reconduit dans quel pays ? On ne sait pas d’où ils viennent, ils ne disent pas, peut-être ne connaitre aucune langue, donc c’est le problème vraiment très – je ne sais pas ce qu’on peut faire. Moi je pense que bon, il faudrait avoir une politique qui permette d’intégrer des gens et toujours pareille de les intégrer correctement. Même si on les renvoie dans leurs pays, on reste au moins humain. [28:50]	0
So, a teacher in Poland can even earn more than it is usual in Germany. He even knows that he can get more and how much more he can get in Poland; in this respect, the work is of course much more profitable for him than in Germany, because the exchange rate of the zloty to the euro alone is still very low. But in the opposite direction this could not work, because a German teacher would of course not want to work in Poland, even if the external circumstances and the working conditions would be exactly the same, so the same money probably also for lawyers or doctors - well, for lawyers, I don't know, this is perhaps not a very well chosen example. But, let's stay with doctors, it's true that it's particularly difficult to set up in Poland. We have excellently trained doctors, but a young doctor at the beginning of his career earns almost nothing, i.e. 800 zloty, which is very little, and surgeons who are excellent, for my sake, and who also work in a clinic and have had to learn for years and have invested themselves, are still paid inadequately - so this is really a very serious problem in Poland and therefore it is also very difficult to find an appropriate solution. But maybe my colleagues would like to add something, because someone who has had a vocational training and who, because of me, then leaves Poland to work in Germany, for example in the construction industry, and then stays in Germany for three or four years, then comes back to Poland - in the meantime he has become a skilled worker - and I also know an example for whom this, what I just said, applies; from the construction industry.	de	[21:22] Also, ein Lehrer in Polen kann sogar mehr verdienen als es in Deutschland üblich ist. Er weiss sogar, dass er mehr und wie viel mehr er in Polen bekommen kann; insofern ist die Arbeit für ihn natürlich viel einbringender als in Deutschland, weil allein der Wechselkurs Zloty zum Euro eben noch sehr gering ist. Aber in umgekehrter Richtung könnte das nicht funktionieren, denn ein deutscher Lehrer würde natürlich nicht in Polen arbeiten wollen, auch wenn die äusseren Umstände und die Arbeitsbedingungen genau die gleichen wären, das gleiche Geld also wohl auch für Anwälte oder Ärzte – nun gut, für Anwälte, das weiss ich nicht, das ist vielleicht kein sehr gut gewähltes Beispiel. Aber, bleiben wir bei den Ärzten, es stimmt, dass es besonders schwierig ist, sich in Polen niederzulassen. Wir haben zwar hervorragend ausgebildete Ärzte aber ein junger Arzt am Anfang seiner Karriere verdient beinahe nichts, das heisst also 800 Zloty, also ganz ganz wenig und Chirurgen, die also meinetwegen hervorragend sind und die auch in einer Klinik arbeiten und Jahre dafür lernen mussten und selbst investiert haben, die werden immer noch unangemessen bezahlt – das ist also in Polen wirklich ein sehr ernst zu nehmendes Problem und deshalb ist es auch sehr schwierig da eine angemessene Lösung zu finden. Aber vielleicht möchten meine Kollegen noch etwas ergänzen, denn jemand, der eine Berufsausbildung genossen hat und der meinetwegen dann Polen verlässt um in Deutschland zu arbeiten, zum Beispiel im Baugewerbe, und dann drei oder vier Jahre in Deutschland bleibt, danach dann nach Polen zurückkommt – in der Zwischenzeit hat er sich zum Facharbeiter gemausert – und ich kenne auch ein Beispiel, für den dieses, was ich gerade sagte, zutrifft; aus der Bauwirtschaft. [23:42]	0
They are people who live here. They used to live in Hungary, but they are people who live under completely different laws than Hungarians. So they don't adapt to the Hungarian environment. So they have many more children than Hungarians, so in a certain time, in a few decades, if you like, we Hungarians will be the minority and the gypsies will be the majority. You have to look at what will happen in Hungary from the moment the gypsies are in the majority.	fr	[39:36] Ce sont des gens qui habitent chez nous. Ils ont habités en Hongrie, mais ce sont des gens qui vivent sous des lois complètement différentes que les Hongrois. Donc ils ne s’adaptent pas au milieu de la Hongrie. Donc ils ont beaucoup plus d’enfants que les Hongrois, donc dans un certain temps, dans quelques décades, si vous voulez, c’est nous Hongrois qui nous serons la minorité et les gitans seront la majorité. Il faut regarder qu’est-ce qui se passera en Hongrie du moment où les gitans auront la majorité. [40:40]	1
So in Spain, it is considered that he has more facilities, that he naturally has more possibilities to go from the (...), a family of immigrants who come from Senegal or Nigeria. And so we consider that these people need more help but indeed, we do not understand this situation.	fr	[01 :52] Alors en Espagne, on considère qu’il a plus de facilités, qu’il a naturellement plus de possibilités d’aller de la (…), une famille d’immigrés qui vient du Sénégal ou du Nigeria. Et donc on considère que ces gens on besoin de plus d’aide mais effectivement, on ne comprend pas cette situation. [02 :17]	1
I would like to say something about this. I think that there is less tolerance for people from other cultures. Geerd Wilders in our country, the Netherlands, is a bit of a spokesman for all this intolerance, for intolerant people. And I think that these are processes that consolidate each other. They reinforce each other. The more tolerant the native becomes, the more the non-native withdraws. But it can also be a phenomenon of the world in some ways that it is a tendency to be oneself, to find one's identity, to find one's roots. To stay with those roots. It can be something of the transient nature too. It doesn't have to be something alarming.	fr	[45 :18] là, je voudrais quand-même dire quelque chose à ce propos. Je pense qu’il y a moins de tolérance par rapport à des personnes d’autre culture. Geerd Wilders chez nous, Pays-Bas un peu le porte-parole de toute cette intolérance, des personnes intolérantes. Et je pense que ce sont des processus qui se consolident l’un l’autre. Qui se renforcent. Plus l’autochtone devient tolérant, plus l’allochtone se retire. Mais ça peut aussi être un phénomène de monde quelques parts que c’est une tendance d’être soi-même, de retrouver son identité, retrouver ses racines. Rester auprès de ces racines. Ça peut être quelque chose de la nature passagère aussi. Ça ne doit pas être nécessairement quelque chose d’alarment. [46 :22]	0
Is there any possibility or obligation on the part of the EU, which certainly spends considerable funds on development aid, to provide these countries with proof of use? That's the first thing. And the second is: Why can't the EU attach certain conditions to development aid? In the direction of immigration. You could, for example, if people come here and you can send them back again, and that is solved intergovernmentally, then the whole thing would look somewhat different.	de	[47:27] Gibt es von der EU, die sicherlich beträchtliche Mittel für Entwicklungshilfe aufwendet, irgendeine Möglichkeit oder eine Verpflichtung, diesen Staaten den Verwendungsnachweis zu erbringen? Das ist einmal das erste. Und das zweite ist: Warum kann die EU nicht gewisse Bedingungen an eine Entwicklungshilfe binden? Eben in Richtung einer Immigration hin. Man könnte damit auch schon, zum Beispiel wenn Leute herkommen und die kannst du wieder zurückschicken, und das ist zwischenstaatlich gelöst, dann würde das Ganze schon wieder etwas anders ausschauen. [48:06]	0
Yes, more immigrants are coming to Slovenia and the effects of this immigration are such that economic crime has increased. This is a strong tendency, increasing economic crime.	pl	[1:14:30]Yes, more immigrants are coming to Slovenia and the effects of this immigration are such that economic crime has increased. This is a strong tendency, increasing economic crime.[1:14:52]	1
So, if we manage to get all the unemployed people in the Union to work, who currently have no work, this problem would not prevent Africans or Asians from coming to Europe to live better.	fr	[26 :33] donc, si on arrive a faire travailler tous nos chômeurs de l’union, qui n’ont pas de travail actuellement, ce problème ne empêcherait pas les africains ou les asiatiques de venir en Europe pour vivre mieux. [26 :47]	1
In my region, the number of immigrants increased. Especially the number of immigrants which are coming for a seasonal work, construction, and also these immigrants which are coming to the western countries to the EU.	pl	[1:19:55]In my region, the number of immigrants increased. Especially the number of immigrants which are coming for a seasonal work, construction, and also these immigrants which are coming to the western countries to the EU.[1:20:21]	0
I would like to say a few things. So: first of all, this is a very big integration issue. In terms of criminal foreigners. We have done a pretty good integration work in Hannover, so not us, but the Hannoverians have done that. Over the last 20, 30 years. And in comparison with Munich, it can be said that there are much fewer criminal foreigners and that the foreigners who are there also have better access to higher education and so on. That means that in Munich, for example, it is the case that almost no foreigners go to university, while in Hanover it is still 10-20%. The second thing I would like to address is that far too few people ask why this is so, that everything is addressed here. The question is why are these people so worthless, so without values. Why do they treat their women differently, why is all this happening? Why do they come to Europe at all? And why are they addicted to alcohol? Or why are third-generation Turks so unwilling to work and so hostile to society as a whole? I can answer the latter question very well from my own experience, because I have some friends there. In our country, the Turks, the first and second generation, were almost not integrated at all. And so the third generation feels strongly disadvantaged in society, which in fact it is. And as a result, they get into a defensive attitude, which forces them, ultimately, to act the way they do.	de	[30:45] ich möchte einiges sagen. Also: Erstens ist das eine ganz grosse Integrationsfrage. Im Bezug auf kriminelle Ausländer. Wir haben in Hannover eine ziemlich gute Integrationsarbeit geleistet, also nicht wir, aber die Hannoveraner haben das getan. In den letzten 20, 30 Jahren. Und im Vergleich mit München lässt sich feststellen, dass es wesentlich weniger kriminelle Ausländer gibt und dass die Ausländer, die da sind, auch besseren Zugang zu höherer Bildung etc haben. Das heisst, dass es in München zum Beispiel so ist, dass fast kein Ausländer auf die Universität geht, während es in Hannover immerhin 10-20% sind. Die zweite Sache, die ich ansprechen möchte ist, dass viel zu wenig gefragt wird, warum das so ist, dass hier alles angesprochen wird. Die Frage ist, warum sind diese Menschen so wertlos, also ohne Werte. Warum behandeln die ihre Frauen anders, warum passiert das alles? Warum kommen die überhaupt nach Europa? Und warum verfallen sie dem Alkohol? Oder warum sind bei uns Türken der dritten Generation eben so arbeitsunwillig und ablehnend der gesamten Gesellschaft gegenüber? Letzterem kann ich aus eigener Erfahrung, weil ich da einige Freunde habe, sehr gut antworten. Das ist bei uns so, dass die Türken, die erste und die zweite Generation fast gar nicht integriert wurden. Und so die dritte Generation sich in der Gesellschaft stark benachteiligt fühlt, was sie ja auch faktisch ist. Und sie dadurch in eine Abwehrhaltung gerät, die sie dadurch zwingt, letztendlich, so zu handeln wie sie es tun. [33:04]	0
I think that we should help countries in partnership with them and develop their ideals when we know that in Africa there should be one or two thematic universities on all the territories, it's a bit of a pity and a bit of a problem that these people don't have the means to develop their potential and that they are obliged to come to us. So I think that insofar as we can receive them, it's very good, but it seems to me that we must help them to develop in their own country and I think that notions of partnership, then it is true that in the [...] there are banana companies and that we do not know how the money is used, so we must also get involved in a monitoring and cetera that the money is used to create means for people to get out and mainly education, at the school and university level.	fr	[08:16] Moi je pense qu’il faut aider les pays en partenariat avec eux et les idéals développer quand on sait qu’en Afrique on doit y avoir une ou deux universités thématique sur tous les territoires, c’est comme un petit peu dommage et un petit peu grave que ces gens-là n’aient rient pour développer leur potentiel et qu’ils sont obligés de se rendre chez nous. Donc je pense que dans la mesure on peut les recevoir, c’est très bien, mais il me semble qu’il faut quand-même les aider à se développer dans leur propre pays et je pense que des notions de partenariat, alors il est vrai que dans le […] il y a des sociétés bananière et qu’on ne sait pas comment l’argent est utilisé, donc il faut s’impliquer aussi d’une surveillance et cetera que l’argent est utilisé de créer des moyens pour que les gens s’en sorte et principalement de l’instruction, au niveau scolaire et universitaire. [09:13]	0
In my opinion, illegal immigration does not concern Poland in such an extent, because for immigrants, countries of Western Europe are more attractive than those of Central and Eastern Europe. That is why I think, that the issue of illegal immigration should be discussed mostly by citizens of Western Europe.	pl	[06:11] In my opinion, illegal immigration does not concern Poland in such an extent, because for immigrants, countries of Western Europe are more attractive than those of Central and Eastern Europe. That is why I think, that the issue of illegal immigration should be discussed mostly by citizens of Western Europe.[06:37]	0
I can speak, I'm the son of immigrants. My father was Polish, he came to France in 1930 but he came to work, to integrate, he was naturalized right away, he respected our culture and everything and that's what I can say. We come to France to work and not to take advantage of social laws, that's all.	fr	[19:34] Je peux parler, je suis fils d’immigrés. Mon père était Polonais, il arrivait en France en 1930 mais il est venu pour travailler, pour s’intégrer, il se naturalisait aussitôt, il a respecté notre culture et tout et c’est ce que je peux dire. On vient en France pour travailler et pas pour profiter des lois sociales, c’est tout. [19:53]	0
That's exactly the point: no visa is issued at all - so once again we're moving within the EU - but it's a vacationer who is staying here, who is - nobody knows anything about this employment relationship, or nobody should, and it's downright illegal.	de	[58:06] Genau das ist es ja: Es wird überhaupt kein Visa ausgestellt – also wir bewegen uns mal wieder innerhalb der EU – sondern es ist ein Urlauber, der sich hier aufhält, der sich – von diesem Arbeitsverhältnis weiss niemand etwas, oder sollte niemand etwas und es ist regelrecht illegal. [58:25]	0
The question to the expert I would ask: How would you imagine that these immigrants who are illegally employed some by [?] children, how would you legalize them? All of a sudden. So, first question: If the children of illegal immigrants can go to school if the parents don't have the papers, if they don't have what's required - how is it possible for their children to go to school? Second question: If they are legalized, then the employer will not employ them anymore, because these people will have to respect the minimum working conditions and the collective agreements and then it will not be profitable for the employer to employ them. And then these are people who are there legally, so they can have access to all the social security benefits, unemployment benefits, etc. when, logically, these people lose their jobs. That can't be right. So I repeat, I'm not against it, but I don't quite understand how it can be put into practice.	fr	[40 :40] La question à l’expert que je poserais : Comment vous imaginerez vous que ces immigrés qui ont un emploi illégal quelque par [?] des enfants, comment est-ce que vous voulez les légaliser ? Tout à coup.. Donc, première question : Si les enfants d’immigrés illégaux peuvent être scolarisés si les parents n’ont pas les papiers, s’ils n’ont pas ce qui est requis – comment est-il possible que leurs enfants soient scolarisés ? Deuxième question : Si on les légalise ; alors l’employeur ne les emploiera plus, puisque, alors ces personnes devront respecter les conditions de travail minimal et les conventions collectives et alors ça ne sera plus profitable, rentable pour l’employeur de les occuper. Et alors se sont des personnes qui sont là en toute légalité, peuvent donc avoir en cours à toutes les prestations de la sécurité sociale, la location de chômage, etc. lorsque, logiquement, ces personnes perdent leur emploi. Ça ce ne peut pas être juste. Donc je répète ; je ne suis pas contre, mais je ne comprends pas tout à fait comment est-ce qu’on peut mettre cela en pratique ? [41 :57]	0
The minimum wage is 4 euros. The majority of workers I think don't get minimum wage. There's no minimum wage there. And there's no provision for it, as far as I know.	de	[47:06] Der Minimallohn ist 4 Euro. Die Mehrheit der Arbeitnehmer glaube ich, kriegen keinen Mindestlohn. Es gibt da keinen Mindestlohn. Und da ist es nicht vorgesehen, soweit ich weiss. [47:20]	0
This brochure is very good, but the solutions that it presents are presented separately. I think that we cannot solve the phenomenon by taking each of these solutions well to limit by white lines, because it is rather by combining different aspects of each of these solutions that we would manage to try to solve the problem.	fr	[49 :36] Cette brochure est très bien, mais les solutions qu’elle présente, elle les présente de manière séparée. Je pense qu’on ne peut pas  régler le phénomène en prenant chacune de ces solutions bien de limiter par des traits blanches, parce que c’est plutôt en alliant différents aspects de chacune de ces solutions qu’on arriverait à essayer de régler le problème. [50 :00]	0
I think there is a difference here between the history of European countries. For example, if we help the producers of African bananas, the French government will say that it competes with bananas from Martinique, which curiously enough is part of Europe, so it's further away than the Ivory Coast, but... and we can see the role of the colonies, which no longer have their names and others that have become departments. Finally, the principle is always the same. And everyone agrees to regulate, to put rules for the market on condition that they do not respect it. Worn at this time, bananas is for France but I am sure that for other countries other products. Unfortunately, this is what the Chinese and others are doing, but Europe still has difficulty speaking with one voice because there are often interested parties, unfortunately contradictory. [1 :	fr	[59 :14] Je crois une différence ici entre l’histoire des pays européens. Parce que par exemple si on aide les producteurs des bananes africaines, le gouvernement français va dire que ça concurrence les bananes de la Martinique qui curieusement font parti de l’Europe, alors c’est plus loin que la côte d’ivoire mais… et hors là on voit bien le rôle des colonies, qui n’ont plus leur nom et d’autres qui sont devenus des départements. Enfin, le principe est toujours le même. Et tout le monde est d’accord de réguler, de mettre des règles pour le marché à condition qui puisse ne pas le respecter alors. Porté à ce moment-là, les bananes c’est pour la France mais je suis persuadé que pour d’autres pays d’autres produits. Malheureusement c'est ce que fait le jeu des chinois et compagnie mais l’Europe a toujours du mal a parler d’une voix parce qu’il y a des intéresses souvent, contradictoire malheureusement. [1 :00 :10]	0
Poles need to protect the external boarder. It is a very important task! What do Poles think about this external boarder and protecting it?	pl	[02:40] Poles need to protect the external boarder. It is a very important task! What do Poles think about this external boarder and protecting it? [02:50]	0
The pensions, they are not secured either. But our planet, it's overpopulated - there are too many of us. We have I think ten or twelve billion of our kind in this world and they all want to eat and when we say something like that now; busy children - understandable, but at some point we're going to put up a big cooking pot and feed the fellow humans like it was with the old dinosaurs; the last ones were still eating each other.	de	[57:01] Die Renten, die sind auch nicht gesichert. Aber unser Planet, der ist überbevölkert – wir sind zu viele. Wir haben glaube ich zehn oder zwölf Milliarden von unserer Sorte auf dieser Welt und die wollen alle essen und wenn wir jetzt sowas sagen; fleissig Kinder – verständlich, aber irgendwann werden wir einen grossen Kochtopf aufstellen und die Mitmenschen aufspeisen, wie es bei den alten Sauriern war; die letzten haben sich noch gegenseitig aufgefressen. [57:56]	0
I do not agree with my neighbour. My name is Sasha. I do not agree with this opinion. I do not think that nowadays economic crime increases. If there is an economic crime then only among the high positions in the country to which immigrants do not have access.	pl	[1:15:01]I do not agree with my neighbour. My name is Sasha. I do not agree with this opinion. I do not think that nowadays economic crime increases. If there is an economic crime then only among the high positions in the country to which immigrants do not have access. [1:15:30]	0
Here, I would also like to say something about assimilation because from one hand we can not require people to be our clones, wear the same clothes, believe in the same things and talk the same languages all the time. In my opinion they should keep their own culture, identity, religion and so on. Of course it is worth for them to learn their new country’s language to function well in the society, but they do not need to be exactly like all of us. So they can have their own morals. However, there is also a problem: How should we fight against prejudices for example in the case of Muslim people. For example woman’s role and other stuff in Islam scares me. I know that it is irrational because they are normal people like we but anyway their culture is completely strange for me. In the case of Europe, we all have similar origins and we are sharing similar values in which we all grew up. So it does not matter if we are in Spain or Ukraine because we understand the mentality of a certain country, this is so called the European mentality. But Muslim mentality is completely different and we should learn it. I would like to ask a question; How convincing people to not have irrational prejudices? I think that I am a person with healthy thinking and I would like to treat all immigrants equally but somewhere inside of me I can not do that.	pl	[12:23]Here, I would also like to say something about assimilation because from one hand we can not require people to be our clones, wear the same clothes, believe in the same things and talk the same languages all the time. In my opinion they should keep their own culture, identity, religion and so on. Of course it is worth for them to learn their new country’s language to function well in the society, but they do not need to be exactly like all of us. So they can have their own morals. However, there is also a problem: How should we fight against prejudices for example in the case of Muslim people. For example woman’s role and other stuff in Islam scares me. I know that it is irrational because they are normal people like we but anyway their culture is completely strange for me. In the case of Europe, we all have similar origins and we are sharing similar values in which we all grew up. So it does not matter if we are in Spain or Ukraine because we understand the mentality of a certain country, this is so called the European mentality. But Muslim mentality is completely different and we should learn it. I would like to ask a question; How convincing people to not have irrational prejudices? I think that I am a person with healthy thinking and I would like to treat all immigrants equally but somewhere inside of me I can not do that.[14:22]	0
"I would like to react to what Peter said. That is, he would be in favor of a kind of selective immigration. There are a lot of linguistic errors in the language used here, because the disadvantages are that there will be a ""brain drain"" in the country of origin as well in this case. And that doesn't sound good to me. Because as Herold said earlier, the migration flow, there are always migration flows. People are always looking for better conditions. And if you go and get all the brains in one country, well, the situation will be even worse in those countries. Immigration will only increase. [1 :"	fr	[1 :12 :51] je voudrais réagir a ce que disait Peter. C'est-à-dire qu’il serait plutôt favorable à une sorte d’immigration sélective disant. Y a pas mal de fautes linguistiques dans les langages qu’on utilise ici, parce que les désavantages, c'est qu’n va avoir un « brain drain » dans le pays d’origine aussi dans ce cas. Et ça ne me semble pas bon. Parce que comme Herold a déjà dit tout a l’heure, le flux migratoire, il y a toujours des flux migratoires. Les gens vont toujours chercher des meilleures conditions. Et si on va chercher tous les cerveaux dans un pays, bon, la situation sera encore moins bonne dans ces pays. L’immigration ne fera encore qu’augmenter. [1 :13 :52]	0
